epoch,shortterm,midterm,longterm
1656293029,57.51,66.00200000000001,64.57933333333334
1656293030,57.61,58.32,63.594
1656293031,57.55,51.8,62.57933333333333
1656293032,40.26,50.646,61.55666666666667
1656293033,46.07,49.69199999999999,60.49666666666667
1656293034,51.74,49.008,59.41799999999999
1656293035,52.84,53.748000000000005,57.818
1656293036,54.13,57.24600000000001,56.26866666666666
1656293037,63.96,59.58600000000001,56.22933333333332
1656293038,63.56,61.57200000000001,56.04599999999999
1656293039,63.44,63.244000000000014,56.00333333333332
1656293040,62.77,61.38600000000001,55.77866666666666
1656293041,62.49,59.760000000000005,54.95333333333333
1656293042,54.67,58.456,53.788666666666664
1656293043,55.43,56.874,52.65866666666666
1656293044,56.92,55.758,51.454
1656293045,54.86,52.202,47.96066666666667
1656293046,56.91,47.854,44.52733333333334
1656293047,36.89,43.324,41.06933333333333
1656293048,33.69,39.53,38.62866666666666
1656293049,34.27,35.36,35.29066666666667
1656293050,35.89,30.294000000000004,32.227333333333334
1656293051,36.06,25.968000000000004,29.112666666666666
1656293052,11.56,21.428,25.89933333333333
1656293053,12.06,19.482000000000003,22.828666666666663
1656293054,11.57,14.754,19.609999999999996
1656293055,26.16,14.186000000000002,17.652666666666665
1656293056,12.42,13.516000000000002,15.905999999999999
1656293057,8.72,12.946000000000002,14.120000000000001
1656293058,8.71,9.474,12.213999999999999
1656293059,8.72,8.716000000000001,10.301999999999998
1656293060,8.8,8.478000000000002,10.159999999999997
1656293061,8.63,8.234000000000002,10.001333333333331
1656293062,7.53,7.9860000000000015,9.899333333333331
1656293063,7.49,7.686000000000001,8.771333333333333
1656293064,7.48,7.436000000000001,8.565333333333333
1656293065,7.3,7.816000000000001,8.512666666666666
1656293066,7.38,8.254000000000001,8.471333333333334
1656293067,9.43,8.766,8.432
1656293068,9.68,9.154,8.391333333333334
1656293069,10.04,9.544,8.377333333333333
1656293070,9.24,9.244,8.301333333333334
1656293071,9.33,8.926,8.254666666666667
1656293072,7.93,8.544,8.188
1656293073,8.09,8.334,8.141333333333334
1656293074,8.13,8.152000000000001,8.09
1656293075,8.19,7.844000000000001,7.880000000000002
1656293076,8.42,7.584000000000001,7.6480000000000015
1656293077,6.39,7.2540000000000004,7.387333333333334
1656293078,6.79,6.936000000000001,7.170666666666668
1656293079,6.48,6.574000000000001,6.946000000000001
1656293080,6.6,6.5520000000000005,6.814666666666667
1656293081,6.61,6.434000000000001,6.667333333333334
1656293082,6.28,6.364000000000001,6.5166666666666675
1656293083,6.2,6.242000000000001,6.3613333333333335
1656293084,6.13,6.112000000000001,6.189333333333333
1656293085,5.99,6.048000000000001,6.15
1656293086,5.96,5.984000000000001,6.086666666666667
1656293087,5.96,5.932,6.039333333333333
1656293088,5.88,5.906000000000001,5.972666666666667
1656293089,5.87,5.882000000000001,5.9046666666666665
1656293090,5.86,5.8500000000000005,5.858
1656293091,5.84,5.8420000000000005,5.8133333333333335
1656293092,5.8,5.822,5.769333333333333
1656293093,5.84,5.77,5.734
1656293094,5.77,5.72,5.699333333333334
1656293095,5.6,5.676,5.6419999999999995
1656293096,5.59,5.614000000000001,5.591999999999999
1656293097,5.58,5.554,5.541333333333332
1656293098,5.53,5.526,5.482666666666665
1656293099,5.47,5.496000000000001,5.429999999999999
1656293100,5.46,5.4,5.354
1656293101,5.44,5.32,5.272000000000001
1656293102,5.1,5.248,5.204000000000001
1656293103,5.13,5.152000000000001,5.136666666666667
1656293104,5.11,5.074000000000001,5.080666666666667
1656293105,4.98,4.986000000000001,4.983333333333333
1656293106,5.05,4.882000000000001,4.878666666666667
1656293107,4.66,4.8100000000000005,4.775333333333333
1656293108,4.61,4.732,4.67
1656293109,4.75,4.672000000000001,4.5633333333333335
1656293110,4.59,4.564000000000001,4.375333333333334
1656293111,4.75,4.434,4.196
1656293112,4.12,4.268,4.0153333333333325
1656293113,3.96,4.1259999999999994,3.8433333333333333
1656293114,3.92,3.944,3.6606666666666663
1656293115,3.88,3.576,3.4859999999999998
1656293116,3.84,3.2720000000000002,3.3180000000000005
1656293117,2.28,2.968,3.132
1656293118,2.44,2.672,2.9553333333333334
1656293119,2.4,2.366,2.742
1656293120,2.4,2.318,2.7833333333333328
1656293121,2.31,2.248,2.8346666666666662
1656293122,2.04,2.16,2.887333333333333
1656293123,2.09,2.068,2.94
1656293124,1.96,1.916,2.9953333333333334
1656293125,1.94,2.456,3.0826666666666664
1656293126,1.55,2.9840000000000004,3.163333333333333
1656293127,4.74,3.5340000000000007,3.258
1656293128,4.73,4.08,3.344
1656293129,4.71,4.704000000000001,3.4406666666666665
1656293130,4.67,4.474,3.4506666666666663
1656293131,4.67,4.258,3.4573333333333327
1656293132,3.59,4.08,3.4773333333333323
1656293133,3.65,3.884,3.5133333333333328
1656293134,3.82,3.702,3.574666666666666
1656293135,3.69,3.422,3.313333333333333
1656293136,3.76,3.1300000000000003,3.0526666666666666
1656293137,2.19,2.818,2.7933333333333334
1656293138,2.19,2.576,2.536666666666667
1656293139,2.26,2.318,2.2800000000000007
1656293140,2.48,2.044,2.0953333333333335
1656293141,2.47,1.7699999999999998,1.9066666666666665
1656293142,0.82,1.4819999999999998,1.7066666666666663
1656293143,0.82,1.1500000000000001,1.515333333333333
1656293144,0.82,0.8200000000000001,1.319333333333333
1656293145,0.82,0.8200000000000001,1.2279999999999998
1656293146,0.82,0.8200000000000001,1.1366666666666665
1656293147,0.82,0.8200000000000001,1.0406666666666664
1656293148,0.82,0.8200000000000001,0.9299999999999997
1656293149,0.82,0.8200000000000001,0.8199999999999997
1656293150,0.82,0.8200000000000001,0.9906666666666664
1656293151,0.82,0.8200000000000001,1.161333333333333
1656293152,0.82,0.8200000000000001,1.3319999999999999
1656293153,0.82,0.8200000000000001,1.5106666666666666
1656293154,0.82,0.8200000000000001,1.6766666666666663
1656293155,0.82,1.332,1.701333333333333
1656293156,0.82,1.8440000000000003,1.7186666666666663
1656293157,3.38,2.3560000000000003,1.7339999999999998
1656293158,3.38,2.8920000000000003,1.7473333333333332
1656293159,3.38,3.39,1.7593333333333332
1656293160,3.5,2.952,1.7593333333333332
1656293161,3.31,2.4920000000000004,1.7593333333333332
1656293162,1.19,2.0260000000000002,1.7593333333333332
1656293163,1.08,1.53,1.7593333333333332
1656293164,1.05,1.068,1.7593333333333332
1656293165,1.02,0.9940000000000001,1.834
1656293166,1.0,0.9420000000000002,1.9099999999999997
1656293167,0.82,0.8960000000000001,1.9839999999999998
1656293168,0.82,0.8560000000000001,2.054
1656293169,0.82,0.8200000000000001,2.136
1656293170,0.82,1.556,2.378
1656293171,0.82,2.296,2.624
1656293172,4.5,3.03,2.8826666666666663
1656293173,4.52,3.7760000000000002,3.142
1656293174,4.49,4.5200000000000005,3.4039999999999995
1656293175,4.55,4.5840000000000005,3.6479999999999992
1656293176,4.54,4.634,3.878666666666666
1656293177,4.82,4.7219999999999995,4.1146666666666665
1656293178,4.77,4.7940000000000005,4.352666666666666
1656293179,4.93,4.872,4.595999999999999
