epoch,percent-user
1655651103,482.0290750425968
1655651104,473.9447625471345
1655651105,466.2408400122741
1655651106,458.92122156174446
1655651107,451.9898213192776
1655651108,445.4505534086029
1655651109,439.3073319534495
1655651110,433.56407107754944
1655651111,428.2246849046328
1655651112,423.2930875584274
1655651113,418.7731931626659
1655651114,414.6689158410776
1655651115,410.98416971739164
1655651116,407.72279936564166
1655651117,404.8882359176732
1655651118,402.4830244763846
1655651119,400.50847287849086
1655651120,398.9650889860583
1655651121,397.85128278532545
1655651122,397.1649397935778
1655651123,396.90394552809994
1655651124,397.0661855061767
1655651125,397.64954524509136
1655651126,398.6519102621295
1655651127,400.07116607457647
1655651128,401.9051981997151
1655651129,404.1518921548316
1655651130,406.80913345720955
1655651131,409.8748076241342
1655651132,413.3468001728895
1655651133,417.2229966207608
1655651134,421.5012824850321
1655651135,426.1795432829888
1655651136,431.2556645319147
1655651137,436.7275317490943
1655651138,442.59303045181287
1655651139,448.8500461573553
1655651140,455.496464383005
1655651141,462.53017064604745
1655651142,469.9490504637667
1655651143,477.75098935344795
1655651144,485.9338728323753
1655651145,494.4955864178339
1655651146,503.43401562710784
1655651147,512.747045977482
1655651148,522.4325629862408
1655651149,532.4880264870518
1655651150,542.9091935791124
1655651151,553.6912761166607
1655651152,564.829007708554
1655651153,576.3170024023057
1655651154,588.1498742454306
1655651155,600.3222372854414
1655651156,612.8287055698539
1655651157,625.6638931461787
1655651158,638.8224140619336
1655651159,652.2988823646308
1655651160,666.0879121017826
1655651161,680.1841173209052
1655651162,694.5821120695107
1655651163,709.2765103951142
1655651164,724.2619263452295
1655651165,739.5329739673696
1655651166,755.0842651429891
1655651167,770.9104030893004
1655651168,787.0059888574579
1655651169,803.3656234986129
1655651170,819.9839080639192
1655651171,836.8554453266461
1655651172,853.9748449485201
1655651173,871.3367183133842
1655651174,888.935677631421
1655651175,906.7663384181568
1655651176,924.8233170154563
1655651177,943.1012297651853
1655651179,961.5946930092085
1655651180,980.2983230893905
1655651181,999.2067363475969
1655651182,1018.3145491256921
1655651183,1037.616377765541
1655651184,1057.1068386090096
1655651185,1076.7805479979615
1655651186,1096.6321222742627
1655651187,1116.6561777797774
1655651188,1136.847330856371
1655651189,1157.2001978459086
1655651190,1177.7093950902542
1655651191,1198.369538931275
1655651192,1219.1752457108332
1655651193,1240.1211317707957
1655651194,1261.2018134530265
1655651195,1282.4119070993909
1655651196,1303.746029051754
1655651197,1325.1987956519815
1655651198,1346.7648232419365
1655651199,1368.438728163485
1655651200,1390.215126758492
1655651201,1412.088635368823
1655651202,1434.0538703363416
1655651203,1456.105448002914
1655651204,1478.2379847104048
1655651205,1500.4460968006786
1655651206,1522.7244006156002
1655651207,1545.067512497036
1655651208,1567.4700487868488
1655651209,1589.926625826906
1655651210,1612.431859959071
1655651211,1634.9803675252085
1655651212,1657.5667648671847
1655651213,1680.1856683268634
1655651214,1702.8316942461115
1655651215,1725.4994589667908
1655651216,1748.1835788307687
1655651217,1770.8786701799095
1655651218,1793.579349356078
1655651219,1816.2802327011393
1655651220,1838.975936556959
1655651221,1861.661077265401
1655651222,1884.330271168331
1655651223,1906.9781346076143
1655651224,1929.5992839251135
1655651225,1952.188335462697
1655651226,1974.7399055622272
1655651227,1997.2486105655705
1655651228,2019.7090668145916
1655651229,2042.115890651154
1655651230,2064.4636984171248
1655651231,2086.747106454368
1655651232,2108.9607311047484
1655651233,2131.0991887101313
1655651234,2153.1570956123815
1655651235,2175.1290681533646
1655651236,2197.009722674944
1655651237,2218.793675518986
1655651238,2240.4755430273553
1655651239,2262.0499415419163
1655651240,2283.5114874045357
1655651241,2304.854796957077
1655651242,2326.0744865414044
1655651243,2347.165172499384
1655651244,2368.1214711728817
1655651245,2388.9379989037607
1655651246,2409.6093720338868
1655651247,2430.1302845494374
1655651248,2450.495888239803
1655651249,2470.7022976261296
1655651250,2490.746959189843
1655651251,2510.6276155959476
1655651252,2530.3420095094493
1655651253,2549.8878835953537
1655651254,2569.262980518665
1655651255,2588.465042944389
1655651256,2607.491813537532
1655651257,2626.3410349630976
1655651258,2645.0104498860924
1655651259,2663.4978009715214
1655651260,2681.80083088439
1655651261,2699.917282289703
1655651262,2717.844897852465
1655651263,2735.5814202376823
1655651264,2753.124592110361
1655651265,2770.4721561355054
1655651266,2787.6218549781206
1655651267,2804.5714313032126
1655651268,2821.3186277757854
1655651269,2837.8611870608456
1655651270,2854.196851823399
1655651271,2870.3233647284487
1655651272,2886.2384684410026
1655651273,2901.9399056260622
1655651274,2917.425977462035
1655651275,2932.6972191809114
1655651276,2947.754724528083
1655651277,2962.5995872489398
1655651278,2977.2329010888743
1655651279,2991.6557597932765
1655651280,3005.8692571075367
1655651281,3019.8744867770456
1655651282,3033.672542547196
1655651283,3047.2645181633757
1655651284,3060.651507370979
1655651285,3073.834603915393
1655651286,3086.814901542012
1655651287,3099.593493996224
1655651288,3112.1714750234228
1655651289,3124.5499383689958
1655651290,3136.7299777783364
1655651291,3148.7126869968347
1655651292,3160.4991597698818
1655651293,3172.0904898428666
1655651294,3183.4877709611833
1655651295,3194.692096870221
1655651296,3205.7045613153687
1655651297,3216.5262580420213
1655651298,3227.158280795565
1655651299,3237.601723321395
1655651300,3247.857679364899
1655651301,3257.9272426714692
1655651302,3267.811506986496
1655651303,3277.511566055371
1655651304,3287.028513623484
1655651305,3296.363443436227
1655651306,3305.517449238989
1655651307,3314.4916247771625
1655651308,3323.2870637961373
1655651309,3331.904860041306
1655651310,3340.3461072580567
1655651311,3348.6118991917833
1655651312,3356.7033295878737
1655651313,3364.621492191721
1655651314,3372.367480748714
1655651315,3379.9423890042453
1655651316,3387.347310703705
1655651317,3394.5833395924847
1655651318,3401.651569415974
1655651319,3408.5530939195637
1655651320,3415.2890068486463
1655651321,3421.860401948611
1655651322,3428.268372964849
1655651323,3434.5140136427513
1655651324,3440.598417727709
1655651325,3446.522678965113
1655651326,3452.287891100353
1655651327,3457.8951478788213
1655651328,3463.345543045908
1655651329,3468.640170347004
1655651330,3473.7801235274997
1655651331,3478.7663894609377
1655651332,3483.599527533465
1655651333,3488.279990259376
1655651334,3492.8082301529707
1655651335,3497.184699728545
1655651336,3501.409851500397
1655651337,3505.484137982823
1655651338,3509.4080116901205
1655651339,3513.181925136588
1655651340,3516.80633083652
1655651341,3520.281681304216
1655651342,3523.608429053973
1655651343,3526.7870266000873
1655651344,3529.817926456857
1655651346,3532.7015811385786
1655651347,3535.4384431595495
1655651349,3538.0289650340674
1655651350,3540.4735992764304
1655651351,3542.772798400933
1655651352,3544.9270149218746
1655651353,3546.9367013535516
1655651354,3548.802310210263
1655651356,3550.524733491321
1655651357,3552.1066211361176
1655651358,3553.551062569059
1655651359,3554.8611472145526
1655651360,3556.0399555029144
1655651361,3557.0905188448946
1655651362,3558.015807484385
1655651363,3558.818778622082
1655651364,3559.5023909061592
1655651365,3560.0696087746974
1655651366,3560.5236109133048
1655651367,3560.868427207801
1655651368,3561.1083003440594
1655651369,3561.2474730079553
1655651370,3561.290187885362
1655651371,3561.2406876621526
1655651372,3561.1032150242004
1655651373,3560.8820126573796
1655651374,3560.5813232475643
1655651375,3560.2053894806263
1655651377,3559.7584540424414
1655651378,3559.2447596188827
1655651379,3558.6685488958233
1655651380,3558.0340645591364
1655651381,3557.345549294696
1655651383,3556.6072457883774
1655651384,3555.823396726051
1655651385,3554.9982447935945
1655651386,3554.136032676878
1655651388,3553.2410030617766
1655651389,3552.3173986341635
1655651390,3551.3694620799133
1655651391,3550.4014360848983
1655651392,3549.4175633349932
1655651395,3548.422086516071
1655651396,3547.4192483140064
1655651399,3546.4132914146717
1655651400,3545.408458503941
1655651401,3544.4089922676867
1655651402,3543.419135391786
1655651403,3542.443130562109
1655651404,3541.4852204645317
1655651405,3540.549647784925
1655651406,3539.6406552091667
1655651408,3538.7624854231253
1655651409,3537.919381112679
1655651410,3537.115124958456
1655651411,3536.3516596201152
1655651412,3535.6304677520775
1655651413,3534.952851003556
1655651414,3534.319387002972
1655651415,3533.73021887257
1655651416,3533.184475730701
1655651418,3532.6810331947454
1655651419,3532.218766882083
1655651420,3531.796552410091
1655651421,3531.4132653961483
1655651422,3531.0677814576343
1655651423,3530.758976211929
1655651424,3530.4857252764095
1655651425,3530.246904268455
1655651426,3530.041388805446
1655651427,3529.8680545047596
1655651428,3529.725776983776
1655651429,3529.6134318598724
1655651430,3529.5298947504293
1655651431,3529.4740412728243
1655651432,3529.444747044438
1655651433,3529.4408876826483
1655651434,3529.4613388048338
1655651435,3529.504976028374
1655651437,3529.5706749706465
1655651438,3529.657311249033
1655651440,3529.7637604809097
1655651441,3529.8888982836556
1655651442,3530.0316002746517
1655651443,3530.190742071275
1655651444,3530.365199290905
1655651445,3530.553847550921
1655651446,3530.7555624687016
1655651447,3530.969219661625
1655651448,3531.1936947470713
1655651449,3531.4278633424183
1655651450,3531.670601065047
1655651452,3531.920783532333
1655651453,3532.1772863616575
1655651454,3532.4389851703986
1655651455,3532.7047555759364
1655651457,3532.9734731956473
1655651458,3533.2440136469127
1655651459,3533.515252547111
1655651460,3533.7860655136187
1655651461,3534.0553281638186
1655651462,3534.321916115088
1655651463,3534.584704984804
1655651464,3534.8425703903467
1655651465,3535.0943879490956
