epoch,shortterm,midterm,longterm
1655651103,6.61,572.288,666.7546666666664
1655651104,6.61,289.442,572.4339999999996
1655651105,6.61,6.61,478.09533333333354
1655651106,6.61,6.61,383.7986666666669
1655651107,6.61,6.61,289.4873333333336
1655651108,6.61,6.61,195.1693333333332
1655651109,6.61,6.61,100.88733333333342
1655651110,6.61,6.61,6.610000000000001
1655651111,6.61,6.61,6.610000000000001
1655651112,6.61,6.61,6.610000000000001
1655651113,6.61,6.61,6.610000000000001
1655651114,6.61,6.61,6.610000000000001
1655651115,6.61,6.61,6.6993333333333345
1655651116,6.61,6.61,6.7873333333333346
1655651117,6.61,6.61,6.855333333333334
1655651118,6.61,6.61,6.906666666666667
1655651119,6.61,6.61,6.906666666666667
1655651120,6.61,6.878,6.906666666666667
1655651121,6.61,7.142,6.906666666666668
1655651122,7.95,7.346,6.906666666666668
1655651123,7.93,7.5,6.906666666666668
1655651124,7.63,7.5,6.906666666666668
1655651125,7.38,7.232,6.906666666666669
1655651126,6.61,6.968,6.906666666666669
1655651127,6.61,6.764,6.906666666666668
1655651128,6.61,6.61,6.906666666666668
1655651129,6.61,6.61,6.906666666666668
1655651130,6.61,6.61,7.898666666666668
1655651131,6.61,6.61,8.854000000000001
1655651132,6.61,6.61,9.826
1655651133,6.61,6.61,10.903333333333332
1655651134,6.61,6.61,12.027333333333331
1655651135,6.61,9.854,12.913999999999998
1655651136,6.61,12.984000000000002,13.755999999999998
1655651137,22.83,16.104,14.545333333333332
1655651138,22.26,19.490000000000002,15.250666666666667
1655651139,22.21,22.862,16.022000000000002
1655651140,23.54,22.278000000000002,18.334000000000003
1655651141,23.47,21.674,20.657333333333334
1655651142,19.91,20.922,23.198
1655651143,19.24,19.652,25.796666666666667
1655651144,18.45,18.594,28.382
1655651145,17.19,22.870000000000005,32.199999999999996
1655651146,18.18,27.314,36.092
1655651147,41.29,32.568000000000005,40.056666666666665
1655651148,41.46,38.248000000000005,44.022666666666666
1655651149,44.72,43.690000000000005,47.919333333333334
1655651150,45.59,51.452,54.86000000000001
1655651151,45.39,59.288,61.843333333333334
1655651152,80.1,66.68,68.944
1655651153,80.64,74.168,76.07133333333333
1655651154,81.68,81.474,83.20133333333332
1655651155,83.03,90.25800000000001,91.768
1655651156,81.92,98.92800000000001,100.37533333333333
1655651157,124.02,107.58400000000002,108.70200000000001
1655651158,123.99,115.798,116.96666666666668
1655651159,124.96,124.44000000000001,125.21266666666668
1655651160,124.1,133.594,134.20933333333335
1655651161,125.13,142.91,143.20666666666668
1655651162,169.79,151.842,152.14066666666668
1655651163,170.57,160.934,161.04
1655651164,169.62,169.72400000000002,170.08266666666665
1655651165,169.56,178.776,180.6113333333333
1655651166,169.08,187.782,191.15733333333333
1655651167,215.05,196.996,201.64133333333334
1655651168,215.6,206.388,212.19733333333335
1655651169,215.69,216.08400000000003,222.724
1655651170,216.52,229.464,237.30400000000003
1655651171,217.56,242.78,251.752
1655651172,281.95,256.086,266.32
1655651173,282.18,269.27000000000004,280.704
1655651174,282.22,282.36400000000003,295.15000000000003
1655651175,282.44,303.672,318.488
1655651176,283.03,324.694,341.94466666666665
1655651177,388.49,345.878,365.66933333333327
1655651179,387.29,366.454,389.4839999999999
1655651180,388.14,387.002,413.34466666666657
1655651181,385.32,422.32800000000003,442.4913333333333
1655651182,385.77,458.36,471.65333333333325
1655651183,565.12,495.04400000000004,500.854
1655651184,567.45,532.7280000000001,530.1133333333333
1655651185,571.56,570.668,559.4659999999999
1655651186,573.74,601.474,627.3786666666666
1655651187,575.47,631.9060000000001,695.3313333333333
1655651188,719.15,661.6400000000001,763.23
1655651189,719.61,691.1580000000001,831.3453333333333
1655651190,720.23,720.7280000000001,899.3860000000001
1655651191,721.33,858.3340000000001,957.7666666666668
1655651192,723.32,995.7280000000001,1015.976
1655651193,1407.18,1133.006,1073.9326666666666
1655651194,1406.58,1270.15,1131.7566666666667
1655651195,1406.62,1406.7620000000002,1189.4813333333334
1655651196,1407.05,1413.492,1271.5266666666666
1655651197,1406.38,1420.2939999999999,1353.5386666666666
1655651198,1440.83,1427.152,1435.508
1655651199,1440.59,1433.962,1517.4026666666668
1655651200,1440.91,1440.954,1599.162
1655651201,1441.1,1542.754,1654.6026666666667
1655651202,1441.34,1644.594,1710.0113333333334
1655651203,1949.83,1746.366,1765.4293333333333
1655651204,1949.79,1848.096,1820.8953333333332
1655651205,1949.77,1949.77,1876.3726666666666
1655651206,1949.75,2007.5620000000001,1932.3986666666667
1655651207,1949.71,2065.146,1988.492666666667
1655651208,2238.79,2122.77,2044.5086666666668
1655651209,2237.71,2180.628,2100.550666666667
1655651210,2237.89,2238.3940000000002,2156.6366666666668
1655651211,2239.04,2246.88,2180.0353333333333
1655651212,2238.54,2255.738,2203.4313333333334
1655651213,2281.22,2264.3900000000003,2226.824666666667
1655651214,2282.0,2272.928,2250.1926666666673
1655651215,2281.15,2281.746,2273.5526666666665
1655651216,2281.73,2285.664,2316.960666666667
1655651217,2282.63,2289.4100000000003,2360.3426666666664
1655651218,2300.81,2293.3140000000003,2403.479333333333
1655651219,2300.73,2297.022,2446.510666666666
1655651220,2300.67,2300.518,2489.349333333333
1655651221,2300.27,2418.338,2543.232
1655651222,2300.11,2535.88,2597.058
1655651223,2889.91,2652.7340000000004,2650.9326666666666
1655651224,2888.44,2769.5820000000003,2704.784666666667
1655651225,2884.94,2885.7840000000006,2758.5793333333336
1655651226,2884.51,2925.6940000000004,2822.7453333333333
1655651227,2881.12,2965.8840000000005,2886.924
1655651228,3089.46,3006.75,2951.099333333333
1655651229,3089.39,3047.75,3015.259333333333
1655651230,3089.27,3089.4359999999997,3079.369333333333
1655651231,3089.51,3124.2039999999997,3107.62
1655651232,3089.55,3159.008,3136.032
1655651233,3263.3,3193.8140000000003,3164.653333333333
1655651234,3263.41,3228.4460000000004,3193.3019999999997
1655651235,3263.3,3262.888,3222.1520000000005
1655651236,3262.67,3272.962,3239.346666666667
1655651237,3261.76,3283.204,3256.554
1655651238,3313.67,3293.3960000000006,3273.7906666666668
1655651239,3314.62,3303.71,3290.9573333333333
1655651240,3314.26,3314.132,3308.161333333333
1655651241,3314.24,3320.8740000000003,3317.533333333333
1655651242,3313.87,3327.4500000000003,3326.9926666666665
1655651243,3347.38,3334.1620000000003,3336.934666666666
1655651244,3347.5,3340.7160000000003,3346.9386666666664
1655651245,3347.82,3347.464,3356.4046666666663
1655651246,3347.01,3358.764,3369.472
1655651247,3347.61,3370.324,3382.522666666667
1655651248,3403.88,3383.246,3395.8613333333333
1655651249,3405.3,3396.3900000000003,3408.8799999999997
1655651250,3412.43,3407.6180000000004,3422.834
1655651251,3412.73,3428.7780000000002,3449.0739999999996
1655651252,3403.75,3449.7940000000003,3475.9273333333326
1655651253,3509.68,3470.176,3502.1773333333326
1655651254,3510.38,3489.534,3529.1559999999995
1655651255,3514.34,3513.42,3554.744
1655651256,3509.52,3559.68,3590.676666666667
1655651257,3523.18,3607.6639999999998,3628.4100000000008
1655651258,3740.98,3653.1099999999997,3664.722666666668
1655651259,3750.3,3701.5440000000003,3700.2013333333343
1655651260,3741.57,3743.1940000000004,3737.2580000000007
1655651261,3751.69,3783.5720000000006,3778.6133333333337
1655651262,3731.43,3827.7720000000004,3820.878666666667
1655651263,3942.87,3870.8820000000005,3862.9846666666667
1655651264,3971.3,3909.5260000000003,3904.063333333333
1655651265,3957.12,3955.1600000000003,3943.6633333333334
1655651266,3944.91,3992.588,3982.994
1655651267,3959.6,4027.2,4022.4286666666662
1655651268,4130.01,4064.962,4062.6226666666666
1655651269,4144.36,4101.12,4102.2553333333335
1655651270,4145.93,4132.636,4144.074
1655651271,4125.7,4172.822,4179.435333333333
1655651272,4117.18,4212.314,4212.946666666667
1655651273,4330.94,4252.024,4247.788
1655651274,4341.82,4296.12,4283.82
1655651275,4344.48,4344.426,4318.686
1655651276,4346.18,4372.896000000001,4347.725333333333
1655651277,4358.71,4399.326,4376.333333333333
1655651278,4473.29,4426.378000000001,4404.068666666667
1655651279,4473.97,4454.22,4433.067333333333
1655651280,4479.74,4478.996,4462.425333333334
