epoch,percent-idle
1655651103,8521.868166200093
1655651104,8523.788344595314
1655651105,8525.705701915094
1655651106,8527.626815324971
1655651107,8529.5582619905
1655651108,8531.506619077227
1655651109,8533.478463750696
1655651110,8535.48037317646
1655651111,8537.518924520067
1655651112,8539.600694947057
1655651113,8541.732261622987
1655651114,8543.918229154575
1655651115,8546.153726718738
1655651116,8548.425570155501
1655651117,8550.718990110376
1655651118,8553.019217228864
1655651119,8555.311482156478
1655651120,8557.581015538728
1655651121,8559.81304802112
1655651122,8561.992810249163
1655651123,8564.105532868365
1655651124,8566.136446524235
1655651125,8568.070781862281
1655651126,8569.89376952801
1655651127,8571.590640166933
1655651128,8573.146624424558
1655651129,8574.546952946395
1655651130,8575.776856377946
1655651131,8576.821565364728
1655651132,8577.666310552244
1655651133,8578.296322586
1655651134,8578.696832111513
1655651135,8578.853069774283
1655651136,8578.750266219826
1655651137,8578.373652093644
1655651138,8577.708458041248
1655651139,8576.739914708145
1655651140,8575.453252739846
1655651141,8573.833702781858
1655651142,8571.86649547969
1655651143,8569.53686147885
1655651144,8566.830031424844
1655651145,8563.731235963183
1655651146,8560.225705739376
1655651147,8556.298671398932
1655651148,8551.935363587358
1655651149,8547.121012950161
1655651150,8541.840850132852
1655651151,8536.080487477306
1655651152,8529.827064110868
1655651153,8523.068100857248
1655651154,8515.791434031828
1655651155,8507.986547184304
1655651156,8499.646201013804
1655651157,8490.769223835072
1655651158,8481.355864549812
1655651159,8471.406372059751
1655651160,8460.920995266602
1655651161,8449.89998307208
1655651162,8438.343584377908
1655651163,8426.252048085797
1655651164,8413.625623097465
1655651165,8400.46455831463
1655651166,8386.769102639008
1655651167,8372.539504972316
1655651168,8357.776014216273
1655651169,8342.478879272594
1655651170,8326.648349042993
1655651171,8310.284672429192
1655651172,8293.388098332905
1655651173,8275.958875655848
1655651174,8257.99725329974
1655651175,8239.503480166295
1655651176,8220.477805157234
1655651177,8200.92047717427
1655651179,8180.831745119122
1655651180,8160.211857893505
1655651181,8139.061064399137
1655651182,8117.379613537738
1655651183,8095.167754211018
1655651184,8072.425735320699
1655651185,8049.153805768496
1655651186,8025.352214456126
1655651187,8001.021210285306
1655651188,7976.161042157753
1655651189,7950.771958975185
1655651190,7924.8548105583
1655651191,7898.413703751319
1655651192,7871.457979199733
1655651193,7844.002708864502
1655651194,7816.06418419857
1655651195,7787.658696654875
1655651196,7758.802537686356
1655651197,7729.511998745953
1655651198,7699.803371286606
1655651199,7669.692946761256
1655651200,7639.198764974869
1655651201,7608.345859140503
1655651202,7577.161010823257
1655651203,7545.671001588214
1655651204,7513.902613000468
1655651205,7481.88262662511
1655651206,7449.637824027224
1655651207,7417.194986771909
1655651208,7384.580896424248
1655651209,7351.822334549333
1655651210,7318.946082712255
1655651211,7285.978922478103
1655651212,7252.947635411971
1655651213,7219.877730424127
1655651214,7186.789625805577
1655651215,7153.702467192509
1655651216,7120.635400221113
1655651217,7087.607570527576
1655651218,7054.6381237480855
