epoch,percent-system
1655651103,120.59611962480737
1655651104,120.35706351307213
1655651105,120.12380947776629
1655651106,119.8949808741909
1655651107,119.66920105764716
1655651108,119.44509338343613
1655651109,119.22128120685905
1655651110,118.99688587017047
1655651111,118.77337719607598
1655651112,118.5541491247811
1655651113,118.34295212912818
1655651114,118.14353668195945
1655651115,117.95965325611724
1655651116,117.79505232444377
1655651117,117.6534843597814
1655651118,117.53869983497233
1655651119,117.45444922285893
1655651120,117.40448299628333
1655651121,117.392551628088
1655651122,117.42240559111514
1655651123,117.49779535820697
1655651124,117.62247140220585
1655651125,117.80018419595403
1655651126,118.0346842122938
1655651127,118.32972192406743
1655651128,118.68904780411727
1655651129,119.1164123252855
1655651130,119.61556596041441
1655651131,120.19025918234635
1655651132,120.84424246392359
1655651133,121.58126627798833
1655651134,122.40508109738296
1655651135,123.31943739494965
1655651136,124.32808564353081
1655651137,125.43477631596858
1655651138,126.64325988510537
1655651139,127.95652339044632
1655651140,129.3745001381482
1655651141,130.8963600010308
1655651142,132.52107631291796
1655651143,134.2468362516497
1655651144,136.07163045607047
1655651145,137.99344956502455
1655651146,140.0102842173562
1655651147,142.12012505190984
1655651148,144.32096270752965
1655651149,146.61078782305998
1655651150,148.987591037345
1655651151,151.44936298922926
1655651152,153.99409431755683
1655651153,156.61977566117218
1655651154,159.3243976589194
1655651155,162.10595094964305
1655651156,164.96242617218724
1655651157,167.8918139653963
1655651158,170.89210496811455
1655651159,173.96128981918636
1655651160,177.09735915745594
1655651161,180.2983036217676
1655651162,183.56211385096566
1655651163,186.8867804838944
1655651164,190.27029415939813
1655651165,193.71064551632122
1655651166,197.20582519350785
1655651167,200.7539890980393
1655651168,204.3539542099448
1655651169,208.0047027774902
1655651170,211.70521704894173
1655651171,215.45447927256538
1655651172,219.25147169662728
1655651173,223.09512360820509
1655651174,226.9839961561473
1655651175,230.91597235421315
1655651176,234.88877892268601
1655651177,238.90014258184937
1655651179,242.94779005198686
1655651180,247.02944805338188
1655651181,251.14284330631804
1655651182,255.2857025310789
1655651183,259.4557524479478
1655651184,263.6507197772082
1655651185,267.8683312391441
1655651186,272.1063135540386
1655651187,276.3623934421751
1655651188,280.6342976238377
1655651189,284.91975281930917
1655651190,289.21648574887377
1655651191,293.5222231328145
1655651192,297.8346916914153
1655651193,302.1516181449593
1655651194,306.47072921373
1655651195,310.7897516180113
1655651196,315.1064120780866
1655651197,319.4184373142391
1655651198,323.7235540467526
1655651199,328.0194889959107
1655651200,332.30396888199675
1655651201,336.57472042529434
1655651202,340.82947034608685
1655651203,345.0659453646581
1655651204,349.28187220129143
1655651205,353.4749775762701
1655651206,357.6429882098782
1655651207,361.7836308223988
1655651208,365.8946321341155
1655651209,369.9737188653119
1655651210,374.0186177362716
1655651211,378.02705546727805
1655651212,381.99675877861483
1655651213,385.9254543905652
1655651214,389.8108690234129
1655651215,393.651277923898
1655651216,397.44765771503194
1655651217,401.20356262806365
1655651218,404.92305416468764
1655651219,408.6105300059442
1655651220,412.2717325502558
1655651221,415.91274037539
1655651222,419.5396320591153
1655651223,423.15848617919966
1655651224,426.7753813134109
1655651225,430.3963960395176
1655651226,434.0276089352871
1655651227,437.67509857848785
1655651228,441.3449435468877
1655651229,445.0432224182548
1655651230,448.7760137703573
1655651231,452.5493961809631
1655651232,456.36944822783994
1655651233,460.24224848875656
1655651234,464.17387554148047
1655651235,468.1704079637798
1655651236,472.2379243334226
1655651237,476.38250322817703
1655651238,480.610223225811
1655651239,484.9271629040926
1655651240,489.33940084079
1655651241,493.85301561367095
1655651242,498.47408580050364
1655651243,503.2086899790562
1655651244,508.0629067270963
1655651245,513.0428146223925
1655651246,518.1544922427128
1655651247,523.4034455481494
1655651248,528.7928900280965
1655651249,534.3254685542717
1655651250,540.0038239983929
1655651251,545.8301873610008
1655651252,551.804792002759
1655651253,557.9260587924889
1655651254,564.1920584438465
1655651255,570.6008616704868
1655651256,577.1505391860652
1655651257,583.8391617042375
1655651258,590.664799938659
1655651259,597.6255246029853
1655651260,604.7194064108713
1655651261,611.9445160759731
1655651262,619.2989243119457
1655651263,626.7807018324447
1655651264,634.3879193511257
1655651265,642.118647581644
1655651266,649.970957237655
1655651267,657.9429190328144
1655651268,666.0326036807774
1655651269,674.2380818951992
1655651270,682.557424389736
1655651271,690.9887018780425
1655651272,699.5299850737749
1655651273,708.179344690588
1655651274,716.9348514421372
1655651275,725.7945760420783
1655651276,734.7565892040669
1655651277,743.818961641758
1655651278,752.9797640688075
1655651279,762.2370671988706
1655651280,771.5889417456028
1655651281,781.0334584226592
1655651282,790.5686879436957
1655651283,800.1925528816712
1655651284,809.9021515081945
1655651285,819.6935069999323
1655651286,829.5624107949882
1655651287,839.5046543314664
1655651288,849.5160290474707
1655651289,859.5923263811055
1655651290,869.7293377704746
1655651291,879.9228546536815
1655651292,890.1686684688316
1655651293,900.4625706540272
1655651294,910.7997158482332
1655651295,921.1727114938514
1655651296,931.5735282341441
1655651297,941.9941367123731
1655651298,952.4265075718004
1655651299,962.8626114556885
1655651300,973.2944190072988
1655651301,983.7139008698935
1655651302,994.1130276867347
1655651303,1004.4837701010845
1655651304,1014.8184779237183
1655651305,1025.1110176354669
1655651306,1035.3556348846746
1655651307,1045.546575319685
1655651308,1055.678084588843
1655651309,1065.7444083404914
1655651310,1075.739792222976
1655651311,1085.65848188464
1655651312,1095.494996682962
1655651313,1105.245352555676
1655651314,1114.9074461245254
1655651315,1124.4795757549746
1655651316,1133.9600398124855
1655651317,1143.347136662523
1655651318,1152.6391646705492
1655651319,1161.8344222020287
1655651320,1170.9312076224237
1655651321,1179.9278192971979
1655651322,1188.822555591814
1655651323,1197.6137148717364
1655651324,1206.2995955024276
1655651325,1214.878495849351
1655651326,1223.3487142779709
1655651327,1231.7085491537496
1655651328,1239.9562988421503
1655651329,1248.0902617086367
1655651330,1256.1087361186724
1655651331,1264.0100204377202
1655651332,1271.7924130312438
1655651333,1279.4542122647058
1655651334,1286.9937165035712
1655651335,1294.4092241133012
1655651336,1301.6990334593604
1655651337,1308.861442907212
1655651338,1315.8947508223187
1655651339,1322.797255570144
1655651340,1329.567255516152
1655651341,1336.2030490258057
1655651342,1342.7029344645682
1655651343,1349.0652101979024
1655651344,1355.288174591272
1655651346,1361.369862549754
1655651347,1367.3072331900707
1655651349,1373.096894381324
1655651350,1378.7354320458076
1655651351,1384.2194321058155
1655651352,1389.5454804836409
1655651353,1394.710163101577
1655651354,1399.7100658819181
1655651356,1404.5417747469583
1655651357,1409.2018756189896
1655651358,1413.6877640342432
1655651359,1418.0000739846894
1655651360,1422.1402490762368
1655651361,1426.1097329147922
1655651362,1429.909969106264
1655651363,1433.542401256559
1655651364,1437.0084729715845
1655651365,1440.309627857249
1655651366,1443.447309519459
1655651367,1446.422961564123
1655651368,1449.2380275971473
1655651369,1451.893951224441
1655651370,1454.3921760519102
1655651371,1456.734145685463
1655651372,1458.9213037310074
1655651373,1460.95509379445
1655651374,1462.8369594816993
1655651375,1464.5683443986616
1655651377,1466.1506921512455
1655651378,1467.5854463453584
