epoch,shortterm,midterm,longterm
1655651103,6.61,589.0600000000001,686.2786666666664
1655651104,6.61,297.83000000000004,589.1726666666663
1655651105,6.61,6.61,492.0400000000002
1655651106,6.61,6.61,394.9566666666669
1655651107,6.61,6.61,297.86000000000024
1655651108,6.61,6.61,200.75999999999988
1655651109,6.61,6.61,103.68333333333341
1655651110,6.61,6.61,8.140666666666668
1655651111,6.61,6.61,9.672
1655651112,6.61,6.61,11.278
1655651113,6.61,6.61,12.853333333333333
1655651114,6.61,6.61,14.480666666666666
1655651115,6.61,11.202000000000002,16.333333333333332
1655651116,6.61,15.796000000000001,18.12533333333333
1655651117,29.57,20.614,19.892
1655651118,29.58,25.340000000000003,21.615333333333332
1655651119,30.7,30.222,23.255333333333333
1655651120,30.24,31.188,24.678
1655651121,31.02,31.970000000000002,26.12333333333333
1655651122,34.4,32.452,27.528
1655651123,33.49,32.896,29.020666666666664
1655651124,33.11,32.934,30.514666666666663
1655651125,32.46,31.644000000000002,30.196666666666662
1655651126,31.21,30.604000000000003,29.90466666666666
1655651127,27.95,29.518000000000004,29.54066666666666
1655651128,28.29,28.826000000000004,29.208
1655651129,27.68,28.388000000000005,28.82333333333333
1655651130,29.0,27.758000000000003,29.14866666666666
1655651131,29.02,27.14,29.531999999999996
1655651132,24.8,26.652,29.94
1655651133,25.2,25.902000000000005,30.47533333333333
1655651134,25.24,25.148,31.055999999999997
1655651135,25.25,28.044000000000004,31.729999999999997
1655651136,25.25,30.852000000000004,32.34866666666667
1655651137,39.28,33.650000000000006,32.97733333333333
1655651138,39.24,36.69800000000001,33.50533333333333
1655651139,39.23,39.632000000000005,34.035999999999994
1655651140,40.49,39.388000000000005,35.72933333333333
1655651141,39.92,39.054,37.42066666666666
1655651142,38.06,38.63,39.16533333333333
1655651143,37.57,37.916000000000004,40.94133333333333
1655651144,37.11,37.328,42.70733333333333
1655651145,36.92,39.756,45.23533333333334
1655651146,36.98,42.35600000000001,47.77666666666667
1655651147,50.2,45.215999999999994,50.33666666666667
1655651148,50.57,48.21,52.821333333333335
1655651149,51.41,51.162000000000006,55.33866666666666
1655651150,51.89,56.562,59.27066666666666
1655651151,51.74,61.92000000000001,63.17199999999999
1655651152,77.2,67.164,67.22466666666666
1655651153,77.36,72.33800000000001,71.25133333333332
1655651154,77.63,77.52600000000001,75.338
1655651155,77.76,81.494,80.32333333333332
1655651156,77.68,85.24000000000001,85.29533333333332
1655651157,97.04,89.294,90.19933333333333
1655651158,96.09,93.206,95.06533333333333
1655651159,97.9,97.32600000000001,99.91733333333333
1655651160,97.32,102.91400000000002,104.85933333333332
1655651161,98.28,108.726,109.792
1655651162,124.98,114.14000000000001,114.744
1655651163,125.15,119.652,119.73600000000002
1655651164,124.97,124.9,124.74133333333334
1655651165,124.88,130.17000000000002,131.53
1655651166,124.52,135.41,138.40866666666668
1655651167,151.33,140.798,145.17733333333334
1655651168,151.35,146.35,152.01333333333335
1655651169,151.91,151.998,158.7886666666667
1655651170,152.64,161.506,169.0246666666667
1655651171,152.76,171.09,178.86666666666667
1655651172,198.87,180.594,188.88466666666665
1655651173,199.27,190.038,198.68399999999997
1655651174,199.43,199.46800000000002,208.51666666666662
1655651175,199.86,215.39800000000002,228.11666666666665
1655651176,199.91,230.10000000000002,247.7973333333333
1655651177,278.52,245.262,267.53399999999993
1655651179,272.78,259.66400000000004,287.3613333333333
1655651180,275.24,274.084,307.2286666666667
1655651181,271.87,307.446,332.31800000000004
1655651182,272.01,342.202,357.8033333333333
1655651183,445.33,376.746,383.3793333333333
1655651184,446.56,412.382,409.1373333333333
1655651185,447.96,448.134,435.0213333333333
1655651186,450.05,474.11,513.1706666666666
1655651187,450.77,501.108,591.6826666666666
1655651188,575.21,528.13,670.0400000000001
1655651189,581.55,555.3660000000001,748.6306666666667
1655651190,583.07,582.8460000000001,827.182
1655651191,586.23,757.9560000000001,896.334
1655651192,588.17,931.738,965.4033333333333
1655651193,1450.76,1105.2440000000001,1034.408
1655651194,1450.46,1278.144,1103.2753333333333
1655651195,1450.6,1450.566,1172.1053333333332
1655651196,1450.73,1456.936,1267.4493333333332
1655651197,1450.28,1463.364,1362.3706666666667
1655651198,1482.61,1469.85,1457.1260000000002
1655651199,1482.6,1476.316,1551.6613333333337
1655651200,1483.03,1482.904,1646.0280000000002
1655651201,1483.06,1587.4560000000001,1694.2393333333334
1655651202,1483.22,1692.0100000000002,1742.42
1655651203,2005.37,1796.2840000000003,1790.6146666666666
1655651204,2005.37,1900.5240000000003,1838.8459999999998
1655651205,2004.4,2004.614,1887.0886666666665
1655651206,2004.26,2038.326,1937.0606666666667
1655651207,2003.67,2071.8860000000004,1987.11
1655651208,2173.93,2105.71,2037.0266666666666
1655651209,2173.17,2139.698,2087.0246666666667
1655651210,2173.52,2173.748,2137.0473333333334
1655651211,2174.2,2185.4,2153.9473333333335
1655651212,2173.92,2197.434,2170.8006666666665
1655651213,2232.19,2209.0860000000002,2187.682
1655651214,2233.34,2220.8520000000003,2204.568
1655651215,2231.78,2232.78,2221.492666666667
1655651216,2233.03,2238.116,2256.1126666666664
1655651217,2233.56,2243.082,2289.9433333333336
1655651218,2258.87,2248.25,2322.478
1655651219,2258.17,2253.154,2354.26
1655651220,2257.62,2257.95,2385.8566666666666
1655651221,2257.55,2344.822,2438.23
1655651222,2257.54,2429.3140000000003,2490.522
1655651223,2693.23,2510.0980000000004,2542.902666666667
1655651224,2680.63,2588.7740000000003,2595.226666666667
1655651225,2661.54,2666.84,2647.5506666666665
1655651226,2650.93,2731.7520000000004,2709.675333333333
1655651227,2647.87,2799.17,2771.867333333333
1655651228,3017.79,2870.36,2834.0339999999997
1655651229,3017.72,2943.752,2896.2006666666666
1655651230,3017.49,3017.862,2958.3233333333333
1655651231,3017.89,3052.452,2994.3153333333335
1655651232,3018.42,3087.1180000000004,3031.262
1655651233,3190.74,3121.6440000000002,3069.4659999999994
1655651234,3191.05,3156.0760000000005,3108.3506666666663
1655651235,3190.12,3190.2680000000005,3147.3806666666665
1655651236,3190.05,3198.742,3164.311333333333
1655651237,3189.38,3207.498,3181.380666666667
1655651238,3233.11,3216.3940000000002,3198.4966666666674
1655651239,3234.83,3225.224,3215.3446666666678
1655651240,3234.6,3234.0120000000006,3232.389333333334
1655651241,3234.2,3241.7400000000002,3240.4273333333335
1655651242,3233.32,3249.5260000000003,3248.492
1655651243,3271.75,3257.452,3256.7346666666667
1655651244,3273.76,3264.7340000000004,3264.997333333333
1655651245,3274.23,3272.8880000000004,3273.041333333333
1655651246,3270.61,3280.8,3281.605333333333
1655651247,3274.09,3288.452,3290.125333333333
1655651248,3311.31,3296.358,3298.667333333333
1655651249,3312.02,3305.0340000000006,3307.084
1655651250,3313.76,3312.224,3315.794666666666
1655651251,3313.99,3322.276,3326.8379999999993
1655651252,3310.04,3332.398,3338.159333333333
1655651253,3361.57,3342.192,3349.234
1655651254,3362.63,3351.4840000000004,3360.9246666666663
1655651255,3362.73,3362.272,3371.6299999999997
1655651256,3360.45,3377.4380000000006,3388.7346666666663
1655651257,3363.98,3393.628,3407.773333333333
1655651258,3437.4,3409.152,3425.2273333333333
1655651259,3443.58,3426.2560000000003,3442.384666666667
1655651260,3440.35,3440.3940000000002,3460.3320000000003
1655651261,3445.97,3466.4900000000002,3491.106
1655651262,3434.67,3497.2940000000003,3523.493333333334
1655651263,3567.88,3524.338,3556.2386666666675
1655651264,3597.6,3549.414,3586.443333333334
1655651265,3575.57,3578.33,3615.964666666667
1655651266,3571.35,3629.39,3670.608666666667
1655651267,3579.25,3679.558,3726.088
1655651268,3823.18,3735.226,3782.026666666667
1655651269,3848.44,3783.6600000000003,3837.6300000000006
1655651270,3853.91,3829.1700000000005,3894.8606666666674
1655651271,3813.52,3915.946000000001,3955.258666666667
1655651272,3806.8,4001.4120000000007,4014.0853333333334
1655651273,4257.06,4086.5160000000005,4074.640666666667
1655651274,4275.77,4179.816000000001,4137.922666666667
1655651275,4279.43,4277.082,4199.252666666666
1655651276,4280.02,4320.4400000000005,4255.142666666667
