epoch,percent-idle
1655651103,9220.948561656387
1655651104,9222.000936998831
1655651105,9222.769373870042
1655651106,9223.247336909752
1655651107,9223.428290757694
1655651108,9223.305700053614
1655651109,9222.87302943723
1655651110,9222.123743548285
1655651111,9221.05130702651
1655651112,9219.649184511638
1655651113,9217.910840643406
1655651114,9215.82992116161
1655651115,9213.400895689505
1655651116,9210.619008861398
1655651117,9207.480388707289
1655651118,9203.981359235286
1655651119,9200.118244453502
1655651120,9195.887368370053
1655651121,9191.285054993046
1655651122,9186.307628330602
1655651123,9180.951412390827
1655651124,9175.212731181835
1655651125,9169.087908711741
1655651126,9162.573268988657
1655651127,9155.665136020692
1655651128,9148.359833815968
1655651129,9140.65414215621
1655651130,9132.546663917641
1655651131,9124.036457750108
1655651132,9115.122582303447
1655651133,9105.804096227503
1655651134,9096.080058172118
1655651135,9085.949526787135
1655651136,9075.4125696542
1655651137,9064.47329008217
1655651138,9053.136800311715
1655651139,9041.408212583494
1655651140,9029.292639138173
1655651141,9016.795192216414
1655651142,9003.920984058885
1655651143,8990.67512690625
1655651144,8977.06273299917
1655651145,8963.088914578308
1655651146,8948.758783884332
1655651147,8934.077453157905
1655651148,8919.050034639691
1655651149,8903.68164057035
1655651150,8887.977383190551
1655651151,8871.942374740958
1655651152,8855.581727462237
1655651153,8838.900553595045
1655651154,8821.90396538005
1655651155,8804.597075057918
1655651156,8786.984994869308
1655651157,8769.072837054891
1655651158,8750.865713855326
1655651159,8732.368737511279
1655651160,8713.587020263414
1655651161,8694.525674352393
1655651162,8675.189812018883
1655651163,8655.584545503547
1655651164,8635.714987047044
1655651165,8615.586248890051
1655651166,8595.203443273218
1655651167,8574.57168243722
1655651168,8553.696078622714
1655651169,8532.581744070367
1655651170,8511.233791020844
1655651171,8489.657331714801
1655651172,8467.857478392913
1655651173,8445.839330873134
1655651174,8423.607939282592
1655651175,8401.16834132571
1655651176,8378.525538287126
1655651177,8355.684385772316
1655651179,8332.649618179665
1655651180,8309.425589357861
1655651181,8286.016402766403
1655651182,8262.426120464326
1655651183,8238.658804510667
1655651184,8214.718516964458
1655651185,8190.609319884738
1655651186,8166.33527533054
1655651187,8141.900445360896
1655651188,8117.308892034842
1655651189,8092.564677411414
1655651190,8067.671863549649
1655651191,8042.634512508577
1655651192,8017.456686347236
1655651193,7992.142447124656
1655651194,7966.695856899879
1655651195,7941.120977731931
1655651196,7915.421871679853
1655651197,7889.602600802679
1655651198,7863.667227159444
1655651199,7837.61981280918
1655651200,7811.4644198109245
1655651201,7785.205110223713
1655651202,7758.845946106577
1655651203,7732.390989518551
1655651204,7705.844302518671
1655651205,7679.209947165973
1655651206,7652.491985519492
1655651207,7625.6944796382595
1655651208,7598.821491581312
1655651209,7571.877083407687
1655651210,7544.865317176414
1655651211,7517.790254946532
1655651212,7490.655958777074
1655651213,7463.466490727073
1655651214,7436.225912855567
1655651215,7408.938287221589
1655651216,7381.607675884175
1655651217,7354.238140902359
1655651218,7326.833744335175
1655651219,7299.398548241656
1655651220,7271.936614680842
1655651221,7244.4520057117625
1655651222,7216.948783393455
1655651223,7189.431009784953
1655651224,7161.902746945293
1655651225,7134.368056933507
1655651226,7106.831001808634
1655651227,7079.295643629702
1655651228,7051.766044455751
1655651229,7024.246266345816
1655651230,6996.74037135893
1655651231,6969.252421554126
1655651232,6941.7864789904415
1655651233,6914.346605726911
1655651234,6886.936863822569
1655651235,6859.561315336448
1655651236,6832.224022327586
1655651237,6804.929046855015
1655651238,6777.680450977772
1655651239,6750.482296754891
1655651240,6723.3386462454055
1655651241,6696.253561508351
1655651242,6669.231104602763
1655651243,6642.275337587674
1655651244,6615.390322522121
1655651245,6588.580121465139
1655651246,6561.8487964757605
1655651247,6535.200409613023
