epoch,if_dropped_tx
1655651103,8743.0
1655651104,8743.0
1655651105,8743.0
1655651106,8743.0
1655651107,8743.0
1655651108,8743.0
1655651109,8743.0
1655651110,8743.0
1655651111,8743.0
1655651112,8743.0
1655651113,8743.0
1655651114,8743.0
1655651115,8743.0
1655651116,8743.0
1655651117,8743.0
1655651118,8743.0
1655651119,8743.0
1655651120,8743.0
1655651121,8743.0
1655651122,8743.0
1655651123,8743.0
1655651124,8743.0
1655651125,8743.0
1655651126,8743.0
1655651127,8743.0
1655651128,8743.0
1655651129,8743.0
1655651130,8743.0
1655651131,8743.0
1655651132,8743.0
1655651133,8743.0
1655651134,8743.0
1655651135,8743.0
1655651136,8743.0
1655651137,8743.0
1655651138,8743.0
1655651139,8743.0
1655651140,8743.0
1655651141,8743.0
1655651142,8743.0
1655651143,8743.0
1655651144,8743.0
1655651145,8743.0
1655651146,8743.0
1655651147,8743.0
1655651148,8743.0
1655651149,8743.0
1655651150,8743.0
1655651151,8743.85
1655651152,8743.85
1655651153,8743.85
1655651154,8743.85
1655651155,8743.85
1655651156,8743.85
1655651157,8743.85
1655651158,8743.85
1655651159,8743.85
1655651160,8743.85
1655651161,8743.85
1655651162,8743.85
1655651163,8743.85
1655651164,8743.85
1655651165,8743.85
1655651166,8743.85
1655651167,8743.85
1655651168,8743.85
1655651169,8743.85
1655651170,8743.85
1655651171,8743.85
1655651172,8743.85
1655651173,8743.85
1655651174,8743.85
1655651175,8743.85
1655651176,8743.85
1655651177,8743.85
1655651179,8743.85
1655651180,8743.85
1655651181,8743.85
1655651182,8743.85
1655651183,8743.85
1655651184,8743.85
1655651185,8743.85
1655651186,8743.85
1655651187,8743.85
1655651188,8743.85
1655651189,8743.85
1655651190,8743.85
1655651191,8743.85
1655651192,8743.85
1655651193,8743.85
1655651194,8743.85
1655651195,8743.85
1655651196,8743.85
1655651197,8743.85
1655651198,8743.85
1655651199,8743.85
1655651200,8743.85
1655651201,8743.85
1655651202,8743.85
1655651203,8743.85
1655651204,8743.85
1655651205,8743.85
1655651206,8743.85
1655651207,8743.85
1655651208,8743.85
1655651209,8743.85
1655651210,8743.85
1655651211,8743.85
1655651212,8743.85
1655651213,8743.85
1655651214,8743.85
1655651215,8743.85
1655651216,8743.85
1655651217,8743.85
1655651218,8743.85
1655651219,8743.85
1655651220,8743.85
1655651221,8743.85
1655651222,8743.85
1655651223,8743.85
1655651224,8743.85
1655651225,8743.85
1655651226,8743.85
1655651227,8743.85
1655651228,8743.85
1655651229,8743.85
1655651230,8743.85
1655651231,8743.85
1655651232,8743.85
1655651233,8743.85
1655651234,8743.85
1655651235,8743.85
1655651236,8743.85
1655651237,8743.85
1655651238,8743.85
1655651239,8743.85
1655651240,8743.85
1655651241,8743.85
1655651242,8743.85
1655651243,8743.85
1655651244,8743.85
1655651245,8743.85
1655651246,8743.85
1655651247,8743.85
1655651248,8743.85
1655651249,8743.85
1655651250,8743.85
1655651251,8743.85
1655651252,8743.85
1655651253,8743.85
1655651254,8743.85
1655651255,8743.85
1655651256,8743.85
1655651257,8743.85
1655651258,8743.85
1655651259,8743.85
1655651260,8743.85
1655651261,8743.85
1655651262,8743.85
1655651263,8743.85
1655651264,8743.85
1655651265,8743.85
1655651266,8743.85
1655651267,8743.85
1655651268,8743.85
1655651269,8743.85
1655651270,8743.85
1655651271,8743.85
1655651272,8743.85
1655651273,8743.85
1655651274,8743.85
1655651275,8743.85
1655651276,8743.85
1655651277,8743.85
1655651278,8743.85
1655651279,8743.85
1655651280,8743.85
1655651281,8743.85
1655651282,8743.85
1655651283,8743.85
1655651284,8743.85
1655651285,8743.85
1655651286,8743.85
1655651287,8743.85
1655651288,8743.85
1655651289,8743.85
1655651290,8743.85
1655651291,8743.85
1655651292,8743.85
1655651293,8743.85
1655651294,8743.85
1655651295,8743.85
1655651296,8743.85
1655651297,8743.85
1655651298,8743.85
1655651299,8743.85
1655651300,8743.85
1655651301,8743.85
1655651302,8743.85
1655651303,8743.85
1655651304,8743.85
1655651305,8743.85
1655651306,8743.85
1655651307,8743.85
1655651308,8743.85
1655651309,8743.85
1655651310,8743.85
1655651311,8743.85
1655651312,8743.85
1655651313,8743.85
1655651314,8743.85
1655651315,8743.85
1655651316,8743.85
1655651317,8743.85
1655651318,8743.85
1655651319,8743.85
1655651320,8743.85
1655651321,8743.85
1655651322,8743.85
1655651323,8743.85
1655651324,8743.85
1655651325,8743.85
1655651326,8743.85
1655651327,8743.85
1655651328,8743.85
1655651329,8743.85
1655651330,8743.85
1655651331,8743.85
1655651332,8743.85
1655651333,8743.85
1655651334,8743.85
1655651335,8743.85
1655651336,8743.85
1655651337,8743.85
1655651338,8743.85
1655651339,8743.85
1655651340,8743.85
1655651341,8743.85
1655651342,8743.85
1655651343,8743.85
1655651344,8743.85
1655651346,8743.85
1655651347,8743.85
1655651349,8743.85
1655651350,8743.85
1655651351,8743.85
1655651352,8743.85
1655651353,8743.85
1655651354,8743.85
1655651356,8743.85
1655651357,8743.85
1655651358,8743.85
1655651359,8743.85
1655651360,8743.85
1655651361,8743.85
1655651362,8743.85
1655651363,8743.85
1655651364,8743.85
1655651365,8743.85
1655651366,8743.85
1655651367,8743.85
1655651368,8743.85
1655651369,8743.85
1655651370,8743.85
1655651371,8743.85
1655651372,8743.85
1655651373,8743.85
1655651374,8743.85
1655651375,8743.85
1655651377,8743.85
1655651378,8743.85
1655651379,8743.85
1655651380,8743.85
1655651381,8743.85
1655651383,8743.85
1655651384,8743.85
1655651385,8743.85
1655651386,8743.85
1655651388,8743.85
1655651389,8743.85
1655651390,8743.85
1655651391,8743.85
1655651392,8743.85
1655651395,8743.85
1655651396,8743.85
1655651399,8743.85
1655651400,8743.85
1655651401,8743.85
1655651402,8743.85
1655651403,8743.85
1655651404,8743.85
1655651405,8743.85
1655651406,8743.85
1655651408,8743.85
1655651409,8743.85
1655651410,8743.85
1655651411,8743.85
1655651412,8743.85
1655651413,8743.85
1655651414,8743.85
1655651415,8743.85
1655651416,8743.85
1655651418,8743.85
1655651419,8743.85
1655651420,8743.85
1655651421,8743.85
1655651422,8743.85
1655651423,8743.85
1655651424,8743.85
1655651425,8743.85
1655651426,8743.85
1655651427,8743.85
1655651428,8743.85
1655651429,8743.85
1655651430,8743.85
1655651431,8743.85
1655651432,8743.85
1655651433,8743.85
1655651434,8743.85
1655651435,8743.85
1655651437,8743.85
1655651438,8743.85
1655651440,8743.85
1655651441,8743.85
1655651442,8743.85
1655651443,8743.85
1655651444,8743.85
1655651445,8743.85
1655651446,8743.85
1655651447,8743.85
1655651448,8743.85
1655651449,8743.85
1655651450,8743.85
1655651452,8743.85
1655651453,8743.85
1655651454,8743.85
1655651455,8743.85
1655651457,8743.85
1655651458,8743.85
1655651459,8743.85
1655651460,8743.85
1655651461,8743.85
1655651462,8743.85
1655651463,8743.85
1655651464,8743.85
1655651465,8743.85
1655651466,8743.85
1655651468,8743.85
1655651469,8743.85
1655651470,8743.85
1655651471,8743.85
1655651472,8743.85
1655651473,8743.85
1655651474,8743.85
1655651475,8743.85
1655651476,8743.85
1655651477,8743.85
1655651478,8743.85
1655651479,8743.85
1655651480,8743.85
1655651481,8743.85
1655651482,8743.85
1655651483,8743.85
1655651484,8743.85
1655651485,8743.85
1655651486,8743.85
1655651487,8743.85
1655651488,8743.85
1655651489,8743.85
1655651490,8743.85
1655651491,8743.85
1655651492,8743.85
1655651493,8743.85
1655651494,8743.85
1655651495,8743.85
1655651496,8743.85
1655651497,8743.85
1655651498,8743.85
1655651499,8743.85
1655651500,8743.85
1655651501,8743.85
1655651502,8743.85
1655651503,8743.85
1655651504,8743.85
1655651505,8743.85
1655651506,8743.85
1655651507,8743.85
1655651508,8743.85
1655651509,8743.85
1655651510,8743.85
1655651511,8743.85
1655651512,8743.85
1655651513,8743.85
1655651514,8743.85
1655651515,8743.85
1655651516,8743.85
1655651517,8743.85
1655651518,8743.85
1655651519,8743.85
1655651520,8743.85
1655651521,8743.85
1655651522,8743.85
1655651523,8743.85
1655651524,8743.85
1655651525,8743.85
1655651526,8743.85
1655651527,8743.85
1655651528,8743.85
1655651529,8743.85
1655651530,8743.85
1655651531,8743.85
1655651532,8743.85
1655651533,8743.85
1655651534,8743.85
1655651535,8743.85
1655651536,8743.85
1655651537,8743.85
1655651538,8743.85
1655651539,8743.85
1655651540,8743.85
1655651541,8743.85
1655651542,8743.85
1655651543,8743.85
1655651544,8743.85
1655651545,8743.85
1655651546,8743.85
1655651547,8743.85
1655651548,8743.85
1655651549,8743.85
1655651550,8743.85
1655651551,8743.85
1655651552,8743.85
1655651553,8743.85
1655651554,8743.85
1655651555,8743.85
1655651556,8743.85
1655651557,8743.85
1655651558,8743.85
1655651559,8743.85
1655651560,8743.85
1655651561,8743.85
1655651562,8743.85
1655651563,8743.85
1655651564,8743.85
1655651565,8743.85
1655651566,8743.85
1655651567,8743.85
1655651568,8743.85
1655651569,8743.85
1655651570,8743.85
1655651571,8743.85
1655651572,8743.85
1655651573,8743.85
1655651574,8743.85
1655651575,8743.85
1655651576,8743.85
1655651577,8743.85
1655651578,8743.85
1655651579,8743.85
1655651580,8743.85
1655651581,8743.85
1655651582,8743.85
1655651583,8743.85
1655651584,8743.85
1655651585,8743.85
1655651587,8743.85
1655651588,8743.85
1655651589,8743.85
1655651590,8743.85
1655651591,8743.85
1655651593,8743.85
1655651594,8743.85
1655651595,8743.85
1655651596,8743.85
1655651597,8743.85
1655651598,8743.85
1655651599,8743.85
1655651600,8743.85
1655651601,8743.85
1655651602,8743.85
1655651603,8743.85
1655651604,8743.85
1655651605,8743.85
1655651606,8743.85
1655651607,8743.85
1655651608,8743.85
1655651609,8743.85
1655651610,8743.85
1655651611,8743.85
1655651612,8743.85
1655651613,8743.85
1655651614,8743.85
1655651615,8743.85
1655651616,8743.85
1655651617,8743.85
1655651618,8743.85
1655651619,8743.85
1655651620,8743.85
1655651621,8743.85
1655651622,8743.85
1655651623,8743.85
1655651624,8743.85
1655651625,8743.85
1655651626,8743.85
1655651627,8743.85
1655651628,8743.85
1655651629,8743.85
1655651630,8743.85
1655651631,8743.85
1655651632,8743.85
1655651633,8743.85
1655651634,8743.85
