epoch,if_errors_rx
1655651103,0.0
1655651104,0.0
1655651105,0.0
1655651106,0.0
1655651107,0.0
1655651108,0.0
1655651109,0.0
1655651110,0.0
1655651111,0.0
1655651112,0.0
1655651113,0.0
1655651114,0.0
1655651115,0.0
1655651116,0.0
1655651117,0.0
1655651118,0.0
1655651119,0.0
1655651120,0.0
1655651121,0.0
1655651122,0.0
1655651123,0.0
1655651124,0.0
1655651125,0.0
1655651126,0.0
1655651127,0.0
1655651128,0.0
1655651129,0.0
1655651130,0.0
1655651131,0.0
1655651132,0.0
1655651133,0.0
1655651134,0.0
1655651135,0.0
1655651136,0.0
1655651137,0.0
1655651138,0.0
1655651139,0.0
1655651140,0.0
1655651141,0.0
1655651142,0.0
1655651143,0.0
1655651144,0.0
1655651145,0.0
1655651146,0.0
1655651147,0.0
1655651148,0.0
1655651149,0.0
1655651150,0.0
1655651151,0.0
1655651152,0.0
1655651153,0.0
1655651154,0.0
1655651155,0.0
1655651156,0.0
1655651157,0.0
1655651158,0.0
1655651159,0.0
1655651160,0.0
1655651161,0.0
1655651162,0.0
1655651163,0.0
1655651164,0.0
1655651165,0.0
1655651166,0.0
1655651167,0.0
1655651168,0.0
1655651169,0.0
1655651170,0.0
1655651171,0.0
1655651172,0.0
1655651173,0.0
1655651174,0.0
1655651175,0.0
1655651176,0.0
1655651177,0.0
1655651179,0.0
1655651180,0.0
1655651181,0.0
1655651182,0.0
1655651183,0.0
1655651184,0.0
1655651185,0.0
1655651186,0.0
1655651187,0.0
1655651188,0.0
1655651189,0.0
1655651190,0.0
1655651191,0.0
1655651192,0.0
1655651193,0.0
1655651194,0.0
1655651195,0.0
1655651196,0.0
1655651197,0.0
1655651198,0.0
1655651199,0.0
1655651200,0.0
1655651201,0.0
1655651202,0.0
1655651203,0.0
1655651204,0.0
1655651205,0.0
1655651206,0.0
1655651207,0.0
1655651208,0.0
1655651209,0.0
1655651210,0.0
1655651211,0.0
1655651212,0.0
1655651213,0.0
1655651214,0.0
1655651215,0.0
1655651216,0.0
1655651217,0.0
1655651218,0.0
1655651219,0.0
1655651220,0.0
1655651221,0.0
1655651222,0.0
1655651223,0.0
1655651224,0.0
1655651225,0.0
1655651226,0.0
1655651227,0.0
1655651228,0.0
1655651229,0.0
1655651230,0.0
1655651231,0.0
1655651232,0.0
1655651233,0.0
1655651234,0.0
1655651235,0.0
1655651236,0.0
1655651237,0.0
1655651238,0.0
1655651239,0.0
1655651240,0.0
1655651241,0.0
1655651242,0.0
1655651243,0.0
1655651244,0.0
1655651245,0.0
1655651246,0.0
1655651247,0.0
1655651248,0.0
1655651249,0.0
1655651250,0.0
1655651251,0.0
1655651252,0.0
1655651253,0.0
1655651254,0.0
1655651255,0.0
1655651256,0.0
1655651257,0.0
1655651258,0.0
1655651259,0.0
1655651260,0.0
1655651261,0.0
1655651262,0.0
1655651263,0.0
1655651264,0.0
1655651265,0.0
1655651266,0.0
1655651267,0.0
1655651268,0.0
1655651269,0.0
1655651270,0.0
1655651271,0.0
1655651272,0.0
1655651273,0.0
1655651274,0.0
1655651275,0.0
1655651276,0.0
1655651277,0.0
1655651278,0.0
1655651279,0.0
1655651280,0.0
1655651281,0.0
1655651282,0.0
1655651283,0.0
1655651284,0.0
1655651285,0.0
1655651286,0.0
1655651287,0.0
1655651288,0.0
1655651289,0.0
1655651290,0.0
1655651291,0.0
1655651292,0.0
1655651293,0.0
1655651294,0.0
1655651295,0.0
1655651296,0.0
1655651297,0.0
1655651298,0.0
1655651299,0.0
1655651300,0.0
1655651301,0.0
1655651302,0.0
1655651303,0.0
1655651304,0.0
1655651305,0.0
1655651306,0.0
1655651307,0.0
1655651308,0.0
1655651309,0.0
1655651310,0.0
1655651311,0.0
1655651312,0.0
1655651313,0.0
1655651314,0.0
1655651315,0.0
1655651316,0.0
1655651317,0.0
1655651318,0.0
1655651319,0.0
1655651320,0.0
1655651321,0.0
1655651322,0.0
1655651323,0.0
1655651324,0.0
1655651325,0.0
1655651326,0.0
1655651327,0.0
1655651328,0.0
1655651329,0.0
1655651330,0.0
1655651331,0.0
1655651332,0.0
1655651333,0.0
1655651334,0.0
1655651335,0.0
1655651336,0.0
1655651337,0.0
1655651338,0.0
1655651339,0.0
1655651340,0.0
1655651341,0.0
1655651342,0.0
1655651343,0.0
1655651344,0.0
1655651346,0.0
1655651347,0.0
1655651349,0.0
1655651350,0.0
1655651351,0.0
1655651352,0.0
1655651353,0.0
1655651354,0.0
1655651356,0.0
1655651357,0.0
1655651358,0.0
1655651359,0.0
1655651360,0.0
1655651361,0.0
1655651362,0.0
1655651363,0.0
1655651364,0.0
1655651365,0.0
1655651366,0.0
1655651367,0.0
1655651368,0.0
1655651369,0.0
1655651370,0.0
1655651371,0.0
1655651372,0.0
1655651373,0.0
1655651374,0.0
1655651375,0.0
1655651377,0.0
1655651378,0.0
1655651379,0.0
1655651380,0.0
1655651381,0.0
1655651383,0.0
1655651384,0.0
1655651385,0.0
1655651386,0.0
1655651388,0.0
1655651389,0.0
1655651390,0.0
1655651391,0.0
1655651392,0.0
1655651395,0.0
1655651396,0.0
1655651399,0.0
1655651400,0.0
1655651401,0.0
1655651402,0.0
1655651403,0.0
1655651404,0.0
1655651405,0.0
