epoch,if_dropped_rx
1655651103,174.0
1655651104,174.0
1655651105,174.0
1655651106,174.0
1655651107,174.0
1655651108,174.0
1655651109,174.0
1655651110,174.0
1655651111,174.0
1655651112,174.0
1655651113,174.0
1655651114,174.0
1655651115,174.0
1655651116,174.0
1655651117,174.0
1655651118,174.0
1655651119,174.0
1655651120,174.0
1655651121,174.0
1655651122,174.0
1655651123,174.0
1655651124,174.0
1655651125,174.0
1655651126,174.0
1655651127,174.0
1655651128,174.0
1655651129,174.0
1655651130,174.0
1655651131,174.0
1655651132,174.0
1655651133,174.0
1655651134,174.0
1655651135,174.0
1655651136,174.0
1655651137,174.0
1655651138,174.0
1655651139,174.0
1655651140,174.0
1655651141,174.0
1655651142,174.0
1655651143,174.0
1655651144,174.0
1655651145,174.0
1655651146,174.0
1655651147,174.0
1655651148,174.0
1655651149,174.0
1655651150,174.0
1655651151,174.0
1655651152,174.0
1655651153,174.0
1655651154,174.0
1655651155,174.0
1655651156,174.0
1655651157,174.0
1655651158,174.0
1655651159,174.0
1655651160,174.0
1655651161,174.0
1655651162,174.0
1655651163,174.0
1655651164,174.0
1655651165,174.0
1655651166,174.0
1655651167,174.0
1655651168,174.0
1655651169,174.0
1655651170,174.0
1655651171,174.0
1655651172,174.0
1655651173,174.0
1655651174,174.0
1655651175,174.0
1655651176,174.0
1655651177,174.0
1655651179,174.0
1655651180,174.0
1655651181,174.0
1655651182,174.0
1655651183,174.0
1655651184,174.0
1655651185,174.0
1655651186,174.0
1655651187,174.0
1655651188,174.0
1655651189,174.0
1655651190,174.0
1655651191,174.0
1655651192,174.0
1655651193,174.0
1655651194,174.0
1655651195,174.0
1655651196,174.0
1655651197,174.0
1655651198,174.0
1655651199,174.0
1655651200,174.0
1655651201,174.0
1655651202,174.0
1655651203,174.0
1655651204,174.0
1655651205,174.0
1655651206,174.0
1655651207,174.0
1655651208,174.0
1655651209,174.0
1655651210,174.0
1655651211,174.0
1655651212,174.0
1655651213,174.0
1655651214,174.0
1655651215,174.0
1655651216,174.0
1655651217,174.0
1655651218,174.0
1655651219,174.0
1655651220,174.0
1655651221,174.0
1655651222,174.0
1655651223,174.0
1655651224,174.0
1655651225,174.0
1655651226,174.0
1655651227,174.0
1655651228,174.0
1655651229,174.0
1655651230,174.0
1655651231,174.0
1655651232,174.0
1655651233,174.0
1655651234,174.0
1655651235,174.0
1655651236,174.0
1655651237,174.0
1655651238,174.0
1655651239,174.0
1655651240,174.0
1655651241,174.0
1655651242,174.0
1655651243,174.0
1655651244,174.0
1655651245,174.0
1655651246,174.0
1655651247,174.0
1655651248,174.0
1655651249,174.0
1655651250,174.0
1655651251,174.0
1655651252,174.0
1655651253,174.0
1655651254,174.0
1655651255,174.0
1655651256,174.0
1655651257,174.0
1655651258,174.0
1655651259,174.0
1655651260,174.0
1655651261,174.0
1655651262,174.0
1655651263,174.0
1655651264,174.0
1655651265,174.0
1655651266,174.0
1655651267,174.0
1655651268,174.0
1655651269,174.0
1655651270,174.0
1655651271,174.0
1655651272,174.0
1655651273,174.0
1655651274,174.0
1655651275,174.0
1655651276,174.0
1655651277,174.0
1655651278,174.0
1655651279,174.0
1655651280,174.0
1655651281,174.0
1655651282,174.0
1655651283,174.0
1655651284,174.0
1655651285,174.0
1655651286,174.0
1655651287,174.0
1655651288,174.0
1655651289,174.0
1655651290,174.0
1655651291,174.0
1655651292,174.0
1655651293,174.0
1655651294,174.0
1655651295,174.0
1655651296,174.0
1655651297,174.0
1655651298,174.0
1655651299,174.0
1655651300,174.0
1655651301,174.0
1655651302,174.0
1655651303,174.0
1655651304,174.0
1655651305,174.0
1655651306,174.0
1655651307,174.0
1655651308,174.0
1655651309,174.0
1655651310,174.0
1655651311,174.0
1655651312,174.0
1655651313,174.0
1655651314,174.0
1655651315,174.0
1655651316,174.0
1655651317,174.0
1655651318,174.0
1655651319,174.0
1655651320,174.0
1655651321,174.0
1655651322,174.0
1655651323,174.0
1655651324,174.0
1655651325,174.0
1655651326,174.0
1655651327,174.0
1655651328,174.0
1655651329,174.0
1655651330,174.0
1655651331,174.0
1655651332,174.0
1655651333,174.0
1655651334,174.0
1655651335,174.0
1655651336,174.0
1655651337,174.0
1655651338,174.0
1655651339,174.0
1655651340,174.0
1655651341,174.0
1655651342,174.0
1655651343,174.0
1655651344,174.0
1655651346,174.0
1655651347,174.0
1655651349,174.0
1655651350,174.0
1655651351,174.0
1655651352,174.0
1655651353,174.0
1655651354,174.0
1655651356,174.0
1655651357,174.0
1655651358,174.0
1655651359,174.0
1655651360,174.0
1655651361,174.0
1655651362,174.0
1655651363,174.0
1655651364,174.0
1655651365,174.0
1655651366,174.0
1655651367,174.0
1655651368,174.0
1655651369,174.0
1655651370,174.0
1655651371,174.0
1655651372,174.0
1655651373,174.0
1655651374,174.0
1655651375,174.0
1655651377,174.0
1655651378,174.0
1655651379,174.0
1655651380,174.0
1655651381,174.0
1655651383,174.0
1655651384,174.0
1655651385,174.0
1655651386,174.0
1655651388,174.0
1655651389,174.0
1655651390,174.0
1655651391,174.0
1655651392,174.0
1655651395,174.0
1655651396,174.0
1655651399,174.0
1655651400,174.0
1655651401,174.0
1655651402,174.0
1655651403,174.0
1655651404,174.0
1655651405,174.0
1655651406,174.0
1655651408,174.0
1655651409,174.0
1655651410,174.0
1655651411,174.0
1655651412,174.0
1655651413,174.0
1655651414,174.0
1655651415,174.0
1655651416,174.0
1655651418,174.0
1655651419,174.0
1655651420,174.0
1655651421,174.0
1655651422,174.0
1655651423,174.0
1655651424,174.0
1655651425,174.0
1655651426,174.0
1655651427,174.0
1655651428,174.0
1655651429,174.0
1655651430,174.0
1655651431,174.0
1655651432,174.0
1655651433,174.0
1655651434,174.0
1655651435,174.0
1655651437,174.0
1655651438,174.0
1655651440,174.0
1655651441,174.0
1655651442,174.0
1655651443,174.0
1655651444,174.0
1655651445,174.0
1655651446,174.0
1655651447,174.0
1655651448,174.0
1655651449,174.0
1655651450,174.0
1655651452,174.0
1655651453,174.0
1655651454,174.0
1655651455,174.0
1655651457,174.0
1655651458,174.0
1655651459,174.0
1655651460,174.0
1655651461,174.0
1655651462,174.0
1655651463,174.0
1655651464,174.0
1655651465,174.0
1655651466,174.0
1655651468,174.0
1655651469,174.0
1655651470,174.0
1655651471,174.0
1655651472,174.0
1655651473,174.0
1655651474,174.0
1655651475,174.0
1655651476,174.0
1655651477,174.0
1655651478,174.0
1655651479,174.0
1655651480,174.0
1655651481,174.0
1655651482,174.0
1655651483,174.0
1655651484,174.0
1655651485,174.0
1655651486,174.0
1655651487,174.0
1655651488,174.0
1655651489,174.0
1655651490,174.0
1655651491,174.0
1655651492,174.0
1655651493,174.0
1655651494,174.0
1655651495,174.0
1655651496,174.0
1655651497,174.0
1655651498,174.0
1655651499,174.0
1655651500,174.0
1655651501,174.0
1655651502,174.0
1655651503,174.0
1655651504,174.0
1655651505,174.0
1655651506,174.0
1655651507,174.0
1655651508,174.0
1655651509,174.0
1655651510,174.0
1655651511,174.0
1655651512,174.0
1655651513,174.0
1655651514,174.0
1655651515,174.0
1655651516,174.0
1655651517,174.0
1655651518,174.0
1655651519,174.0
1655651520,174.0
1655651521,174.0
1655651522,174.0
1655651523,174.0
1655651524,174.0
1655651525,174.0
1655651526,174.0
1655651527,174.0
1655651528,174.0
1655651529,174.0
1655651530,174.0
1655651531,174.0
1655651532,174.0
1655651533,174.0
1655651534,174.0
1655651535,174.0
1655651536,174.0
1655651537,174.0
1655651538,174.0
1655651539,174.0
1655651540,174.0
1655651541,174.0
1655651542,174.0
1655651543,174.0
1655651544,174.0
1655651545,174.0
1655651546,174.0
1655651547,174.0
1655651548,174.0
1655651549,174.0
1655651550,174.0
1655651551,174.0
1655651552,174.0
1655651553,174.0
1655651554,174.0
1655651555,174.0
1655651556,174.0
1655651557,174.0
1655651558,174.0
1655651559,174.0
1655651560,174.0
1655651561,174.0
1655651562,174.0
1655651563,174.0
1655651564,174.0
1655651565,174.0
1655651566,174.0
1655651567,174.0
1655651568,174.0
1655651569,174.0
1655651570,174.0
1655651571,174.0
1655651572,174.0
1655651573,174.0
1655651574,174.0
1655651575,174.0
1655651576,174.0
1655651577,174.0
1655651578,174.0
1655651579,174.0
1655651580,174.0
1655651581,174.0
1655651582,174.0
1655651583,174.0
1655651584,174.0
1655651585,174.0
1655651587,174.0
1655651588,174.0
1655651589,174.0
1655651590,174.0
1655651591,174.0
1655651593,174.0
1655651594,174.0
1655651595,174.0
1655651596,174.0
1655651597,174.0
1655651598,174.0
1655651599,174.0
1655651600,174.0
1655651601,174.0
1655651602,174.0
1655651603,174.0
1655651604,174.0
1655651605,174.0
1655651606,174.0
1655651607,174.0
1655651608,174.0
1655651609,174.0
1655651610,174.0
1655651611,174.0
1655651612,174.0
1655651613,174.0
1655651614,174.0
1655651615,174.0
1655651616,174.0
1655651617,174.0
1655651618,174.0
1655651619,174.0
1655651620,174.0
1655651621,174.0
1655651622,174.0
1655651623,174.0
1655651624,174.0
1655651625,174.0
1655651626,174.0
1655651627,174.0
1655651628,174.0
1655651629,174.0
1655651630,174.0
1655651631,174.0
1655651632,174.0
1655651633,174.0
1655651634,174.0
1655651635,174.0
1655651636,174.0
1655651637,174.0
1655651638,174.0
1655651639,174.0
1655651640,174.0
1655651641,174.0
1655651643,174.0
1655651644,174.0
1655651645,174.0
1655651646,174.0
1655651647,174.0
1655651648,174.0
1655651649,174.0
1655651650,174.0
1655651651,174.0
1655651652,174.0
1655651653,174.0
1655651654,174.0
1655651655,174.0
1655651656,174.0
1655651657,174.0
1655651658,174.0
1655651659,174.0
1655651660,174.0
1655651661,174.0
1655651662,174.0
1655651663,174.0
1655651664,174.0
1655651665,174.0
1655651666,174.0
1655651667,174.0
1655651668,174.0
1655651669,174.0
1655651670,174.0
1655651671,174.0
1655651672,174.0
1655651673,174.0
1655651674,174.0
1655651675,174.0
1655651676,174.0
1655651677,174.0
1655651678,174.0
1655651679,174.0
1655651680,174.0
1655651681,174.0
1655651682,174.0
1655651683,174.0
1655651684,174.0
1655651685,174.0
1655651686,174.0
1655651687,174.0
1655651688,174.0
1655651689,174.0
1655651690,174.0
1655651691,174.0
1655651692,174.0
1655651693,174.0
1655651694,174.0
1655651695,174.0
1655651696,174.0
1655651697,174.0
1655651698,174.0
1655651699,174.0
1655651700,174.0
1655651701,174.0
1655651702,174.0
1655651703,174.0
1655651704,174.0
1655651705,174.0
1655651706,174.0
1655651707,174.0
1655651708,174.0
1655651709,174.0
1655651710,174.0
1655651711,174.0
1655651712,174.0
1655651713,174.0
1655651714,174.0
1655651715,174.0
1655651716,174.0
1655651717,174.0
1655651718,174.0
1655651719,174.0
1655651720,174.0
1655651721,174.0
1655651722,174.0
1655651723,174.0
1655651724,174.0
1655651725,174.0
1655651726,174.0
1655651727,174.0
1655651728,174.0
1655651729,174.0
1655651730,174.0
1655651731,174.0
1655651732,174.0
1655651733,174.0
1655651734,174.0
1655651735,174.0
1655651736,174.0
1655651737,174.0
1655651738,174.0
1655651739,174.0
1655651740,174.0
1655651741,174.0
1655651742,174.0
1655651743,174.0
1655651744,174.0
1655651745,174.0
1655651746,174.0
1655651747,174.0
1655651748,174.0
1655651750,174.0
1655651751,174.0
1655651752,174.0
1655651753,174.0
1655651754,174.0
1655651755,174.0
1655651756,174.0
1655651757,174.0
1655651758,174.0
1655651759,174.0
1655651760,174.0
1655651761,174.0
1655651762,174.0
1655651763,174.0
1655651764,174.0
1655651765,174.0
1655651766,174.0
1655651767,174.0
1655651768,174.0
1655651769,174.0
1655651770,174.0
1655651771,174.0
1655651772,174.0
1655651773,174.0
1655651774,174.0
1655651775,174.0
1655651776,174.0
1655651777,174.0
1655651778,174.0
1655651779,174.0
1655651780,174.0
1655651781,174.0
1655651782,174.0
1655651783,174.0
1655651784,174.0
1655651785,174.0
1655651786,174.0
1655651787,174.0
1655651788,174.0
1655651789,174.0
1655651790,174.0
1655651791,174.0
1655651792,174.0
1655651793,174.0
1655651794,174.0
1655651795,174.0
1655651796,174.0
1655651797,174.0
1655651799,174.0
1655651800,174.0
1655651801,174.0
1655651802,174.0
1655651803,174.0
1655651804,174.0
1655651805,174.0
1655651806,174.0
1655651807,174.0
1655651808,174.0
1655651809,174.0
1655651810,174.0
1655651811,174.0
1655651812,174.0
1655651813,174.0
1655651814,174.0
1655651815,174.0
1655651816,174.0
1655651817,174.0
1655651818,174.0
1655651819,174.0
1655651821,174.0
1655651822,174.0
1655651824,174.0
1655651825,174.0
1655651826,174.0
1655651827,174.0
1655651828,174.0
1655651830,174.0
1655651831,174.0
1655651832,174.0
1655651833,174.0
1655651834,174.0
1655651835,174.0
1655651836,174.0
1655651837,174.0
1655651838,174.0
1655651839,174.0
1655651840,174.0
1655651841,174.0
1655651842,174.0
1655651843,174.0
1655651844,174.0
1655651845,174.0
1655651846,174.0
1655651847,174.0
1655651848,174.0
1655651849,174.0
1655651850,174.0
1655651851,174.0
1655651852,174.0
1655651853,174.0
1655651854,174.0
1655651855,174.0
1655651856,174.0
1655651857,174.0
1655651858,174.0
1655651859,174.0
1655651860,174.0
1655651861,174.0
1655651862,174.0
1655651863,174.0
1655651864,174.0
1655651865,174.0
1655651866,174.0
1655651867,174.0
1655651868,174.0
1655651869,174.0
1655651870,174.0
1655651871,174.0
1655651873,174.0
1655651874,174.0
1655651875,174.0
1655651876,174.0
1655651877,174.0
1655651878,174.0
1655651879,174.0
1655651880,174.0
1655651881,174.0
1655651882,174.0
1655651883,174.0
1655651884,174.0
1655651885,174.0
1655651886,174.0
1655651887,174.0
1655651888,174.0
1655651889,174.0
1655651890,174.0
1655651891,174.0
1655651892,174.0
1655651893,174.0
1655651894,174.0
1655651895,174.0
1655651896,174.0
1655651897,174.0
1655651898,174.0
1655651899,174.0
1655651900,174.0
1655651901,174.0
1655651902,174.0
1655651903,174.0
1655651904,174.0
1655651905,174.0
1655651906,174.0
1655651907,174.0
1655651908,174.0
1655651909,174.0
