epoch,memory-used
1656293034,-11183872932.23243
1656293035,-11266638892.643204
1656293036,-11349125472.950745
1656293037,-11431334554.409615
1656293038,-11513268018.274452
1656293039,-11594927745.799839
1656293040,-11676315618.24038
1656293041,-11757433516.850677
1656293042,-11838283322.885353
1656293043,-11918866917.59896
1656293044,-11999186182.246155
1656293045,-12079242998.081501
1656293046,-12159039246.359608
1656293047,-12238576808.335098
1656293048,-12317857565.262543
1656293049,-12396883398.396568
1656293050,-12475656188.991768
1656293051,-12554177818.302738
1656293052,-12632447180.613907
1656293053,-12710451222.328968
1656293054,-12788173902.881458
1656293055,-12865599181.704895
1656293056,-12942711018.232796
1656293057,-13019493371.898693
1656293058,-13095930202.136093
1656293059,-13172005468.37854
1656293060,-13247703130.059517
1656293061,-13323007146.612614
1656293062,-13397901477.47128
1656293063,-13472370082.06908
1656293064,-13546396919.839546
1656293065,-13619965950.216145
1656293066,-13693061132.63247
1656293067,-13765666426.521992
1656293068,-13837765791.318264
1656293069,-13909343186.454784
1656293070,-13980382571.365097
1656293071,-14050867905.482704
1656293072,-14120783148.241165
1656293073,-14190112259.073967
1656293074,-14258839197.414627
1656293075,-14326947922.696697
1656293076,-14394422394.353691
1656293077,-14461246571.81911
1656293078,-14527404414.526493
1656293079,-14592879881.909378
1656293080,-14657656933.40126
1656293081,-14721719528.435669
1656293082,-14785051626.446144
1656293083,-14847637186.866196
1656293084,-14909460169.129337
1656293085,-14970504532.669106
1656293086,-15030754236.919018
1656293087,-15090193241.312595
1656293088,-15148805505.283379
1656293089,-15206574988.264854
1656293090,-15263485649.69056
1656293091,-15319521448.99405
1656293092,-15374666345.608799
1656293093,-15428904298.968346
1656293094,-15482219268.506233
1656293095,-15534595213.655972
1656293096,-15586016093.85107
1656293097,-15636465868.525063
1656293098,-15685928497.11147
1656293099,-15734387939.043816
1656293100,-15781828153.755615
1656293101,-15828233100.68042
1656293102,-15873586739.251705
1656293103,-15917873028.90303
1656293104,-15961075929.06791
1656293105,-16003179399.17986
1656293106,-16044167398.672394
1656293107,-16084023886.979053
1656293108,-16122732823.533363
1656293109,-16160278167.76883
1656293110,-16196643879.11898
1656293111,-16231813917.017357
1656293112,-16265772240.89746
1656293113,-16298502810.192787
1656293114,-16329989584.336922
1656293115,-16360216522.763336
1656293116,-16389167584.905594
1656293117,-16416826730.197174
1656293118,-16443177918.07164
1656293119,-16468205107.962486
1656293120,-16491892259.303253
1656293121,-16514223331.527435
1656293122,-16535182284.068592
1656293123,-16554753076.360214
1656293124,-16572919667.83585
