epoch,percent-idle
1656293034,4833.380788908469
1656293035,4833.671776930396
1656293036,4833.877864189448
1656293037,4833.997818122181
1656293038,4834.03040616515
1656293039,4833.974395754913
1656293040,4833.828554328021
1656293041,4833.59164932103
1656293042,4833.262448170496
1656293043,4832.839383343034
1656293044,4832.32041237196
1656293045,4831.706661774265
1656293046,4831.000299684196
1656293047,4830.203538403693
1656293048,4829.318590234702
1656293049,4828.347667479167
1656293050,4827.2929824390285
1656293051,4826.156747416233
1656293052,4824.9411747127215
1656293053,4823.648476630438
1656293054,4822.280865471327
1656293055,4820.840553537331
1656293056,4819.329753130392
1656293057,4817.750676552458
1656293058,4816.105536105465
1656293059,4814.396544091362
1656293060,4812.625912812092
1656293061,4810.795854569595
1656293062,4808.908581665816
1656293063,4806.966306402701
1656293064,4804.971241082191
1656293065,4802.92559800623
1656293066,4800.83158947676
1656293067,4798.691427795726
1656293068,4796.507325265071
1656293069,4794.281494186738
1656293070,4792.01614686267
1656293071,4789.7134955948095
1656293072,4787.375752685104
1656293073,4785.005130435493
1656293074,4782.60384114792
1656293075,4780.17409712433
1656293076,4777.718110666665
1656293077,4775.238094076871
1656293078,4772.736259656888
1656293079,4770.214819708661
1656293080,4767.675986534132
1656293081,4765.121972435247
1656293082,4762.554989713946
1656293083,4759.9772506721765
1656293084,4757.390967611879
1656293085,4754.798352834996
1656293086,4752.201618643473
1656293087,4749.602977339253
1656293088,4747.004641224277
1656293089,4744.408822600494
1656293090,4741.817733769843
1656293091,4739.233587034266
1656293092,4736.658594695711
1656293093,4734.094969056116
1656293094,4731.544922417431
1656293095,4729.010667081591
1656293096,4726.494415350548
1656293097,4723.99837952624
1656293098,4721.524771910611
1656293099,4719.075804805605
1656293100,4716.653690513167
1656293101,4714.260641335237
1656293102,4711.898869573762
1656293103,4709.570587530681
1656293104,4707.278007507942
1656293105,4705.023341807486
1656293106,4702.808802731255
1656293107,4700.636602581196
1656293108,4698.508953659249
1656293109,4696.428068267359
1656293110,4694.39615870747
1656293111,4692.4148114169875
1656293112,4690.483306664938
1656293113,4688.601088014828
1656293114,4686.767796319925
1656293115,4684.983072433493
1656293116,4683.246105660277
1656293117,4681.554301218199
1656293118,4679.9047012056835
1656293119,4678.294369828414
1656293120,4676.72037129207
1656293121,4675.179769802334
1656293122,4673.669629564887
1656293123,4672.187014785409
1656293124,4670.728989669585
1656293125,4669.292618423094
1656293126,4667.874965251614
1656293127,4666.473094360833
1656293128,4665.084069956429
1656293129,4663.704956244084
1656293130,4662.332817429478
1656293131,4660.964717718296
1656293132,4659.597721316216
1656293133,4658.2288924289205
1656293134,4656.855295262089
1656293135,4655.473994021408
1656293136,4654.082052912553
1656293137,4652.676536141207
1656293138,4651.254507913056
1656293139,4649.813032433776
1656293140,4648.3491739090505
1656293141,4646.859996544562
1656293142,4645.34256454599
1656293143,4643.793942119015
1656293144,4642.211193469321
1656293145,4640.591382802587
1656293146,4638.931574324497
1656293147,4637.228832240731
1656293148,4635.480220756971
1656293149,4633.682804078898
1656293150,4631.833646412192
1656293151,4629.929811962538
1656293152,4627.968364935615
1656293153,4625.946369537102
1656293154,4623.860889972684
1656293155,4621.708990448043
