epoch,percent-user
1656293029,686.8925378126484
1656293030,687.6735707864784
1656293031,688.1593920661393
1656293032,688.3439181805784
1656293033,688.2210656587431
1656293034,687.7847510295801
1656293035,687.0314665648522
1656293036,685.968007507583
1656293037,684.6037448436083
1656293038,682.948049558769
1656293039,681.0102926389011
1656293040,678.7998450698437
1656293041,676.3260778374337
1656293042,673.5983619275106
1656293043,670.6260683259114
1656293044,667.4185680184748
1656293045,663.9852319910381
1656293046,660.3354312294402
1656293047,656.4785367195191
1656293048,652.4239194471118
1656293049,648.1809503980569
1656293050,643.7590005581928
1656293051,639.167440913357
1656293052,634.4156424493876
1656293053,629.5129761521235
1656293054,624.4688130074015
1656293055,619.2925240010607
1656293056,613.9934801189377
1656293057,608.5810523468724
1656293058,603.0646116707017
1656293059,597.453529076264
1656293060,591.7571755493972
1656293061,585.9849220759388
1656293062,580.1461396417279
1656293063,574.2501992326022
1656293064,568.3064718343985
1656293065,562.3243284329569
1656293066,556.3131400141149
1656293067,550.2822775637089
1656293068,544.2411120675783
1656293069,538.1990145115615
1656293070,532.1653558814959
1656293071,526.1495071632195
1656293072,520.1608393425702
1656293073,514.2087234053869
1656293074,508.3025303375068
1656293075,502.45163112476814
1656293076,496.66539675300936
1656293077,490.95319820806776
1656293078,485.3244064757814
1656293079,479.7883925419894
1656293080,474.35452739252906
1656293081,469.0321820132384
1656293082,463.830727389955
1656293083,458.7573686580663
1656293084,453.81064755115113
1656293085,448.9868247333576
1656293086,444.2816999929173
1656293087,439.69095789907874
1656293088,435.21028302109283
1656293089,430.8353599282096
1656293090,426.56187318968017
1656293091,422.38550737475407
1656293092,418.30194705268207
1656293093,414.3068767927143
1656293094,410.3959811641009
1656293095,406.5649447360924
1656293096,402.80945207793957
1656293097,399.125187758892
1656293098,395.5078363482002
1656293099,391.9530824151145
1656293100,388.4566105288853
1656293101,385.0141052587629
1656293102,381.62125117399773
1656293103,378.2737328438399
1656293104,374.9672348375394
1656293105,371.69744172434764
1656293106,368.4600380735135
1656293107,365.25070845428877
1656293108,362.06513743592274
1656293109,358.89900958766566
1656293110,355.7480094787684
1656293111,352.60782167848106
1656293112,349.47413075605436
1656293113,346.3426212807376
1656293114,343.208977821782
1656293115,340.06888494843747
1656293116,336.91802722995465
1656293117,333.7523547967995
1656293118,330.5688800243007
1656293119,327.36477944634976
1656293120,324.1368239862277
1656293121,320.88168316456176
1656293122,317.59602650197974
1656293123,314.27652351910865
1656293124,310.91984373657624
1656293125,307.5226566750101
1656293126,304.08163185503804
1656293127,300.59343879728704
1656293128,297.05474702238484
1656293129,293.46222605095926
1656293130,289.8125454036375
1656293131,286.1023746010472
1656293132,282.32838316381594
1656293133,278.4872406125712
1656293134,274.5756164679406
1656293135,270.59018025055116
1656293136,266.5276014810313
1656293137,262.38454968000804
1656293138,258.1576943681088
1656293139,253.84370506596144
1656293140,249.4392512941932
1656293141,244.94100257343186
1656293142,240.34562842430498
1656293143,235.6497983674394
1656293144,230.85018192346368
1656293145,225.94344861300482
1656293146,220.92626795669045
1656293147,215.79530947514795
1656293148,210.54724268900495
1656293149,205.17873711888896
1656293150,199.6864622854278
1656293151,194.06708770924845
1656293152,188.31854211376154
1656293153,182.44551943148474
1656293154,176.46088638962718
1656293155,170.379238113375
1656293156,164.21516972791454
1656293157,157.9837888202682
