epoch,percent-system
1656293029,718.7286449158407
1656293030,716.5125399718116
1656293031,714.2759579675223
1656293032,712.0187772136962
1656293033,709.7408181984398
1656293034,707.4419014098607
1656293035,705.1218473360657
1656293036,702.7804764651625
1656293037,700.4176092852581
1656293038,698.0330662844597
1656293039,695.6266679508742
1656293040,693.1982347726096
1656293041,690.7475872377722
1656293042,688.27454583447
1656293043,685.7789310508094
1656293044,683.2605633748985
1656293045,680.719263294844
1656293046,678.1548512987536
1656293047,675.567147874734
1656293048,672.9559735108924
1656293049,670.3211486953364
1656293050,667.6624939161727
1656293051,664.9798296615089
1656293052,662.2729764194522
1656293053,659.5417546781097
1656293054,656.7859849255887
1656293055,654.0054876499964
1656293056,651.2000833394399
1656293057,648.3695924820269
1656293058,645.5138355658638
1656293059,642.6326330790585
1656293060,639.7258055097176
1656293061,636.7931733459493
1656293062,633.8345570758597
1656293063,630.8497771875566
1656293064,627.838654169147
1656293065,624.8010085087385
1656293066,621.7366606944378
1656293067,618.6454312143529
1656293068,615.5271405565902
1656293069,612.381609209257
1656293070,609.2086576604611
1656293071,606.0081063983093
1656293072,602.7797759109085
1656293073,599.5234866863666
1656293074,596.2390592127904
1656293075,592.9263139782871
1656293076,589.5850714709644
1656293077,586.2151521789285
1656293078,582.8163765902877
1656293079,579.3885651931489
1656293080,575.9315384756188
1656293081,572.4451169258055
1656293082,568.9291210318155
1656293083,565.3833712817561
1656293084,561.8076881637348
1656293085,558.2018921658586
1656293086,554.5658037762348
1656293087,550.8992434829706
1656293088,547.2020317741733
1656293089,543.4739891379497
1656293090,539.7149360624079
1656293091,535.9246930356543
1656293092,532.1030805457963
1656293093,528.2499190809413
1656293094,524.3650291291965
1656293095,520.4482311786691
1656293096,516.4993457174662
1656293097,512.5181932336948
1656293098,508.5045942154625
1656293099,504.4583691508765
1656293100,500.37933852804395
1656293101,496.26732283507204
1656293102,492.122142560068
1656293103,487.94361819113885
1656293104,483.7315702163921
1656293105,479.485819123935
1656293106,475.20618540187434
1656293107,470.8924895383177
1656293108,466.54455202137245
1656293109,462.1621933391453
1656293110,457.7452339797439
1656293111,453.29349443127524
1656293112,448.8067951818464
1656293113,444.2849567195649
1656293114,439.72779953253774
1656293115,435.13514410887257
1656293116,430.50681093667595
1656293117,425.8426205040556
1656293118,421.1423932991188
1656293119,416.4059498099723
1656293120,411.6331105247234
1656293121,406.82369593147956
1656293122,401.9775265183482
1656293123,397.0944227734358
1656293124,392.17420518485017
1656293125,387.2166942406984
1656293126,382.2217104290876
1656293127,377.1890742381253
1656293128,372.1186061559183
1656293129,367.0101266705738
1656293130,361.8634562701994
1656293131,356.67841544290235
1656293132,351.45482467678937
1656293133,346.19250445996784
1656293134,340.8912752805454
1656293135,335.55095762662864
1656293136,330.17137198632525
1656293137,324.7523388477423
1656293138,319.29367869898715
1656293139,313.79521202816653
1656293140,308.25675932338817
1656293141,302.6781410727591
1656293142,297.05917776438673
1656293143,291.39968988637776
1656293144,285.6994979268399
1656293145,279.9584223738799
1656293146,274.1762837156056
1656293147,268.3529024401238
1656293148,262.4880990355418
1656293149,256.58169398996665
1656293150,250.63350779150585
1656293151,244.64351172694973
1656293152,238.61232829571287
1656293153,232.5409228674573
1656293154,226.43030882973767
1656293155,220.28149957010743
1656293156,214.09550847612115
1656293157,207.87334893533205
1656293158,201.61603433529496
1656293159,195.32466558727754
1656293160,189.00069369740584
1656293161,182.64565719551968
1656293162,176.26109461145904
1656293163,169.8485444750645
1656293164,163.4095453161754
1656293165,156.94563566463256
1656293166,150.45835405027537
1656293167,143.9494177676001
1656293168,137.42125916972628
1656293169,130.87648937442884
1656293170,124.31771949948342
1656293171,117.74756066266553
1656293172,111.16862398174987
1656293173,104.58352057451259
1656293174,97.99486155872864
1656293175,91.40525805217317
1656293176,84.81732117262197
1656293177,78.23366203784991
1656293178,71.65689176563234
1656293179,65.08962147374498
1656293180,58.534462279963115
1656293181,51.994025302061964
1656293182,45.47092165781668
1656293183,38.96776246500291
1656293184,32.4871588413959
1656293185,26.031721904770873
1656293186,19.604062772903458
1656293187,13.206792563568396
1656293188,6.842522394541613
1656293189,0.5138633835984434
1656293190,-5.776573351486097
1656293191,-12.026176692936563
1656293192,-18.232335522977653
1656293193,-24.392438723833695
1656293194,-30.503875177730066
1656293195,-36.564033766890496
1656293196,-42.570303373540675
1656293197,-48.52007287990401
1656293198,-54.41073116820644
1656293199,-60.239667120671534
1656293200,-66.00426961952488
1656293201,-71.70192754699082
1656293202,-77.33002978529359
1656293203,-82.88596521665843
1656293204,-88.36712272330921
1656293205,-93.7708911874717
1656293206,-99.09465949136994
1656293207,-104.3358165172282
1656293208,-109.49175114727213
1656293209,-114.5598522637255
1656293210,-119.5375087488135
1656293211,-124.42210948476054
1656293212,-129.21104335379147
1656293213,-133.90169923813065
1656293214,-138.49146602000292
1656293215,-142.97773258163286
1656293216,-147.35788780524533
1656293217,-151.62932057306483
1656293218,-155.78941976731642
1656293219,-159.83557427022404
1656293220,-163.76517296401266
1656293221,-167.5756047309071
1656293222,-171.26425845313196
1656293223,-174.82852301291166
1656293224,-178.26578729247126
1656293225,-181.5734401740351
1656293226,-184.7488705398278
1656293227,-187.7894672720744
1656293228,-190.69261925299918
1656293229,-193.45571536482703
1656293230,-196.07614448978276
1656293231,-198.55129551009045
1656293232,-200.87855730797506
1656293233,-203.05531876566158
1656293234,-205.07896876537447
1656293235,-206.9468961893382
1656293236,-208.65648991977739
1656293237,-210.20518853400563
1656293238,-211.59062938968782
1656293239,-212.81049953957964
1656293240,-213.86248603643492
1656293241,-214.74427593300803
1656293242,-215.45356043165646
1656293243,-215.98803681976125
1656293244,-216.34538572920906
1656293245,-216.52336227231694
1656293246,-216.51974280985473
1656293247,-216.3323240514228
1656293248,-215.95898410194047
1656293249,-215.39762141515587
1656293250,-214.64613444481807
1656293251,-213.70270162155362
1656293252,-212.56662128350206
1656293253,-211.23747174568126
1656293254,-209.71483132310874
1656293255,-207.998278330802
1656293256,-206.0873910837792
1656293257,-203.9817478970578
1656293258,-201.68092708565518
1656293259,-199.18450696458973
1656293260,-196.49206584887847
1656293261,-193.60318205353906
1656293262,-190.51743389358995
1656293263,-187.23439968404801
1656293264,-183.7536577399314
1656293265,-180.07478637625746
1656293266,-176.1973639080442
1656293267,-172.12096865030887
1656293268,-167.84517891806985
1656293269,-163.36957302634437
1656293270,-158.69372929014992
1656293271,-153.81722602450446
1656293272,-148.73964154442555
1656293273,-143.46055416493104
1656293274,-137.9795422010385
1656293275,-132.29618396776576
1656293276,-126.41005778013044
1656293277,-120.32074195314968
1656293278,-114.02781480184208
1656293279,-107.5308546412248
1656293280,-100.82943978631533
1656293281,-93.92314855213209
1656293282,-86.81155925369217
1656293283,-79.49425020601322
1656293284,-71.97079972411325
1656293285,-64.24078612300985
1656293286,-56.30378771772069
1656293287,-48.159382823263236
1656293288,-39.80714975465525
1656293289,-31.246666826914776
1656293290,-22.477512355058995
1656293291,-13.499264654105819
1656293292,-4.311502039073048
1656293293,5.08619717502162
1656293294,14.694254673160852
1656293295,24.5130921403267
1656293296,34.543131261501365
1656293297,44.784793721667505
1656293298,55.23850120580697
1656293299,65.90467539890247
1656293300,76.78373798593657
1656293301,87.8761106518906
1656293302,99.1822150817477
1656293303,110.70247296049035
1656293304,122.43730597310017
1656293305,134.3871358045601
1656293306,146.55238413985174
1656293307,158.93347266395824
1656293308,171.53082306186158
1656293309,184.34485701854356
1656293310,197.3759962189869
1656293311,210.62466234817447
1656293312,224.0905884640639
1656293313,237.77075311652044
1656293314,251.66144622838442
1656293315,265.7589577224964
1656293316,280.05957752169707
1656293317,294.55959554882713
1656293318,309.25530172672785
1656293319,324.1429859782391
1656293320,339.21893822620206
1656293321,354.479448393457
1656293322,369.9208064028453
1656293323,385.539302177207
1656293324,401.33122563938286
1656293325,417.29286671221405
1656293326,433.4205153185405
1656293327,449.71046138120397
1656293328,466.1586554678864
1656293329,482.75950378733586
1656293330,499.5059359110777
1656293331,516.3891363569244
1656293332,533.3999001138358
1656293333,550.5290221707706
1656293334,567.767297516689
1656293335,585.105521140551
1656293336,602.5344880313155
1656293337,620.0449931779422
1656293338,637.627831569391
1656293339,655.2737981946213
1656293340,672.9736880425934
1656293341,690.7182961022656
1656293342,708.4984173625991
1656293343,726.3048468125525
1656293344,744.1283794410854
1656293345,761.9598102371579
1656293346,779.7899341897291
1656293347,797.6095462877593
1656293348,815.4094415202072
1656293349,833.1804148760331
1656293350,850.9132613441966
1656293351,868.5987759136572
1656293352,886.2277535733745
1656293353,903.7909893123076
1656293354,921.2792781194169
1656293355,938.683414983662
1656293356,955.994194894002
1656293357,973.2024128393967
1656293358,990.2988638088055
1656293359,1007.2743427911893
1656293360,1024.119644775506
1656293361,1040.8255647507158
1656293362,1057.3828977057792
1656293363,1073.7824386296545
1656293364,1090.0149825113022
1656293365,1106.071324339681
1656293366,1121.942259103752
1656293367,1137.6185817924734
1656293368,1153.091087394805
1656293369,1168.3505708997077
1656293370,1183.38782729614
1656293371,1198.1936515730613
1656293372,1212.7588387194319
1656293373,1227.0741837242113
1656293374,1241.1304815763583
1656293375,1254.9185272648342
1656293376,1268.4298877515148
1656293377,1281.6594584073
1656293378,1294.6038686454108
1656293379,1307.259988396419
1656293380,1319.624687590896
1656293381,1331.6948361594143
1656293382,1343.4673040325456
1656293383,1354.9389611408608
1656293384,1366.1071348731957
1656293385,1376.9709824514382
1656293386,1387.530118555738
1656293387,1397.7841578662474
1656293388,1407.7327150631154
1656293389,1417.3754048264939
1656293390,1426.7118418365335
1656293391,1435.7416407733842
1656293392,1444.464416317198
1656293393,1452.8797831481245
1656293394,1460.987355946315
1656293395,1468.7867493919196
1656293396,1476.2775781650903
1656293397,1483.4594569459766
1656293398,1490.3320004147301
1656293399,1496.8948232515015
1656293400,1503.147540136441
1656293401,1509.0897657496994
1656293402,1514.7211147714281
1656293403,1520.0412018817772
1656293404,1525.0496417608972
1656293405,1529.7460490889398
1656293406,1534.131290021783
1656293407,1538.211236618216
1656293408,1541.9939081072807
1656293409,1545.49090649612
1656293410,1548.7147294864021
1656293411,1551.6778747797946
1656293412,1554.392840077966
1656293413,1556.8721230825836
1656293414,1559.1282214953155
1656293415,1561.17363301783
1656293416,1563.0208553517953
1656293417,1564.682386198878
1656293418,1566.1707232607473
1656293419,1567.498364239071
1656293420,1568.6778068355163
1656293421,1569.7215487517522
1656293422,1570.6420876894456
1656293423,1571.4519213502654
1656293424,1572.163547435879
1656293425,1572.7894636479543
