epoch,if_dropped_tx
1656293029,701875.4499047619
1656293030,701875.4499047619
1656293031,701875.4499047619
1656293032,701875.4499047619
1656293033,701875.4499047619
1656293034,701875.4499047619
1656293035,701875.4499047619
1656293036,701875.4499047619
1656293037,701875.4499047619
1656293038,701875.4499047619
1656293039,701875.4499047619
1656293040,701875.4499047619
1656293041,701875.4499047619
1656293042,701875.4499047619
1656293043,701875.4499047619
1656293044,701875.4499047619
1656293045,701875.4499047619
1656293046,701875.4499047619
1656293047,701875.4499047619
1656293048,701875.4499047619
1656293049,701875.4499047619
1656293050,701875.4499047619
1656293051,701875.4499047619
1656293052,701875.4499047619
1656293053,701875.4499047619
1656293054,701875.4499047619
1656293055,701875.4499047619
1656293056,701875.4499047619
1656293057,701875.4499047619
1656293058,701875.4499047619
1656293059,701875.4499047619
1656293060,701875.4499047619
1656293061,701875.4499047619
1656293062,701875.4499047619
1656293063,701875.4499047619
1656293064,701875.4499047619
1656293065,701875.4499047619
1656293066,701875.4499047619
1656293067,701875.4499047619
1656293068,701875.4499047619
1656293069,701875.4499047619
1656293070,701875.4499047619
1656293071,701875.4499047619
1656293072,701875.4499047619
1656293073,701875.4499047619
1656293074,701875.4499047619
1656293075,701875.4499047619
1656293076,701875.4499047619
1656293077,701875.4499047619
1656293078,701875.4499047619
1656293079,701875.4499047619
1656293080,701875.4499047619
1656293081,701875.4499047619
1656293082,701875.4499047619
1656293083,701875.4499047619
1656293084,701875.4499047619
1656293085,701875.4499047619
1656293086,701875.4499047619
1656293087,701875.4499047619
1656293088,701875.4499047619
1656293089,701875.4499047619
1656293090,701875.4499047619
1656293091,701875.4499047619
1656293092,701875.4499047619
1656293093,701875.4499047619
1656293094,701875.4499047619
1656293095,701875.4499047619
1656293096,701875.4499047619
1656293097,701875.4499047619
1656293098,701875.4499047619
1656293099,701875.4499047619
1656293100,701875.4499047619
1656293101,701875.4499047619
1656293102,701875.4499047619
1656293103,701875.4499047619
1656293104,701875.4499047619
1656293105,701875.4499047619
1656293106,701875.4499047619
1656293107,701875.4499047619
1656293108,701875.4499047619
1656293109,701875.4499047619
1656293110,701875.4499047619
1656293111,701875.4499047619
1656293112,701875.4499047619
1656293113,701875.4499047619
1656293114,701875.4499047619
1656293115,701875.4499047619
1656293116,701875.4499047619
1656293117,701875.4499047619
1656293118,701875.4499047619
