epoch,percent-user
1655651103,129.60846821505112
1655651104,130.0424933158066
1655651105,130.84754998765132
1655651106,132.02621157954513
1655651107,133.58009237942719
1655651108,135.50990624499894
1655651109,137.81583567164554
1655651110,140.49635930464075
1655651111,143.54846816365506
1655651112,146.96887015820434
1655651113,150.75427319780502
1655651114,154.90138519197382
1655651115,159.40691405022602
1655651116,164.2675676820792
1655651117,169.4800539970488
1655651118,175.0410809046513
1655651119,180.9473563144033
1655651120,187.19558813582074
1655651121,193.78248427842001
1655651122,200.70475265171729
1655651123,207.95910116522882
1655651124,215.54223772847132
1655651125,223.45087025096097
1655651126,231.68170664221373
1655651127,240.231454811746
1655651128,249.0968226690744
1655651129,258.2745181237149
1655651130,267.7612490851838
1655651131,277.5537234629976
1655651132,287.6486491666724
1655651133,298.04273410572455
1655651134,308.7326861896704
1655651135,319.7152133280263
1655651136,330.9870234303082
1655651137,342.54482440603306
1655651138,354.3853241647164
1655651139,366.505230615875
1655651140,378.901251669025
1655651141,391.57009523368276
1655651142,404.50846921936466
1655651143,417.71308153558664
1655651144,431.1806400918655
1655651145,444.90785279771706
1655651146,458.891427562658
1655651147,473.1280722962043
1655651148,487.61449490787254
1655651149,502.34740330717875
1655651150,517.3235054036394
1655651151,532.5395091067702
1655651152,547.9921223260885
1655651153,563.6778545529633
1655651154,579.5924216061751
1655651155,595.731340886359
1655651156,612.0901297941484
1655651157,628.6643057301785
1655651158,645.4493860950822
1655651159,662.4408882894948
1655651160,679.6343297140502
1655651161,697.0252277693826
1655651162,714.6090998561266
1655651163,732.3814633749151
1655651164,750.3378357263837
1655651165,768.473734311166
1655651166,786.7846765298966
1655651167,805.266177218338
1655651168,823.913740952768
1655651169,842.7228697445928
1655651170,861.6890656052176
1655651171,880.8078441385733
1655651172,900.0747753186827
1655651173,919.4854538842711
1655651174,939.0355259259011
1655651175,958.720677980956
1655651176,978.5366137384719
1655651177,998.479039509612
1655651179,1018.5436616055414
1655651180,1038.7261863374245
1655651181,1059.022320016425
1655651182,1079.4277689537084
1655651183,1099.9382394604381
1655651184,1120.5494378477795
1655651185,1141.2570704268965
1655651186,1162.056843508954
1655651187,1182.9444634051158
1655651188,1203.9156364265475
1655651189,1224.9660688844122
1655651190,1246.091467089875
1655651191,1267.287537354101
1655651192,1288.5499859882539
1655651193,1309.874519303498
1655651194,1331.2568436109984
1655651195,1352.692665221919
1655651196,1374.177690447424
1655651197,1395.7076255986794
1655651198,1417.278176986848
1655651199,1438.885050923095
1655651200,1460.5239537185848
1655651201,1482.1905916844814
1655651202,1503.8806711319503
1655651203,1525.5898983721552
1655651204,1547.3139797162603
1655651205,1569.0486214754308
1655651206,1590.789529960831
1655651207,1612.5324114836249
1655651208,1634.2729723549774
1655651209,1656.0069188860532
1655651210,1677.7299573880157
1655651211,1699.4377941720304
1655651212,1721.1261355492613
1655651213,1742.790687830873
1655651214,1764.42715732803
1655651215,1786.0312503518967
1655651216,1807.5986732136373
1655651217,1829.1251322244175
1655651218,1850.6063336953998
1655651219,1872.03798393775
1655651220,1893.4157892626326
1655651221,1914.7354559812113
1655651222,1935.9926904046506
1655651223,1957.183198844116
1655651224,1978.3026876107704
1655651225,1999.3468630157804
1655651226,2020.3114313703086
1655651227,2041.1920989855194
1655651228,2061.9845721725787
1655651229,2082.684557242651
1655651230,2103.2877605068984
1655651231,2123.7898882764875
1655651232,2144.186646862583
1655651233,2164.473742576348
1655651234,2184.646881728946
1655651235,2204.7017706315455
1655651236,2224.6341155953064
1655651237,2244.4396229313966
1655651238,2264.1139989509784
1655651239,2283.6529499652174
1655651240,2303.052182285278
1655651241,2322.307402222324
1655651242,2341.4143160875205
1655651243,2360.368630192031
1655651244,2379.1660508470213
1655651245,2397.8022843636554
1655651246,2416.273037053097
1655651247,2434.574015226511
1655651248,2452.7011476576427
1655651249,2470.651438832228
1655651250,2488.4228591452834
1655651251,2506.0139271897997
1655651252,2523.424610903986
1655651253,2540.6552405623543
1655651254,2557.7061464394164
1655651255,2574.577658809684
1655651256,2591.2701079476715
1655651257,2607.7838241278887
1655651258,2624.119137624849
1655651259,2640.276378713064
1655651260,2656.2558776670453
1655651261,2672.0579647613067
1655651262,2687.682970270359
1655651263,2703.131224468714
1655651264,2718.403057630885
1655651265,2733.498800031384
1655651266,2748.4187819447225
1655651267,2763.1633336454133
1655651268,2777.7327854079685
1655651269,2792.127467506899
1655651270,2806.3477102167185
1655651271,2820.393843811938
1655651272,2834.2661985670707
1655651273,2847.965104756628
1655651274,2861.4908926551216
1655651275,2874.8438925370656
1655651276,2888.0244346769705
1655651277,2901.032849349349
1655651278,2913.8694668287117
1655651279,2926.5346173895737
1655651280,2939.028631306445
1655651281,2951.3518388538378
1655651282,2963.504570306265
1655651283,2975.4871559382386
1655651284,2987.2999260242705
1655651285,2998.9432108388737
1655651286,3010.4173406565587
1655651287,3021.722645751838
1655651288,3032.859456399226
1655651289,3043.8281028732317
1655651290,3054.6289154483698
1655651291,3065.2622243991505
1655651292,3075.7283600000865
1655651293,3086.027652525691
1655651294,3096.160432250475
1655651295,3106.1270294489514
1655651296,3115.927774395632
1655651297,3125.5629973650275
1655651298,3135.0330286316525
1655651299,3144.3381984700177
1655651300,3153.4788371546365
1655651301,3162.45527496002
1655651302,3171.2678421606793
1655651303,3179.916869031129
1655651304,3188.402685845879
1655651305,3196.7256228794436
1655651306,3204.8860104063333
1655651307,3212.8841787010597
1655651308,3220.720458038137
1655651309,3228.3951786920757
1655651310,3235.9086709373887
1655651311,3243.261265048589
1655651312,3250.4532913001867
1655651313,3257.4850799666956
1655651314,3264.356961322627
1655651315,3271.069265642493
1655651316,3277.622323200807
1655651317,3284.0164642720797
1655651318,3290.252019130822
1655651319,3296.3293180515493
1655651320,3302.248691308773
1655651321,3308.010469177004
1655651322,3313.6149819307534
1655651323,3319.062559844536
1655651324,3324.353533192863
1655651325,3329.4882322502453
1655651326,3334.4669872911973
1655651327,3339.2901285902294
1655651328,3343.957986421854
1655651329,3348.4708910605837
1655651330,3352.8291727809296
1655651331,3357.0331618574055
