epoch,memory-free
1655651103,330876066172.54486
1655651104,330885426592.72253
1655651105,330892704315.82477
1655651106,330897885810.1805
1655651107,330900957544.1184
1655651108,330901905985.9673
1655651109,330900717604.0558
1655651110,330897378866.71277
1655651111,330891876242.26697
1655651112,330884196199.0472
1655651113,330874325205.382
1655651114,330862249729.60034
1655651115,330847956240.0309
1655651116,330831431924.46625
1655651117,330812669365.7841
1655651118,330791671935.2449
1655651119,330768445521.3385
1655651120,330742996012.5551
1655651121,330715329297.38477
1655651122,330685452500.6333
1655651123,330653377692.37006
1655651124,330619118981.46313
1655651125,330582693686.71466
1655651126,330544119929.41016
1655651127,330503415830.8346
1655651128,330460599512.2735
1655651129,330415689095.01215
1655651130,330368702700.3362
1655651131,330319658449.5305
1655651132,330268574463.88074
1655651133,330215468864.6723
1655651134,330160359773.1902
1655651135,330103265310.72
1655651136,330044203598.54706
1655651137,329983192757.95667
1655651138,329920250910.23413
1655651139,329855396176.66486
1655651140,329788646678.53424
1655651141,329720020537.1276
1655651142,329649535873.73016
1655651143,329577210809.6274
1655651144,329503063466.1045
1655651145,329427111964.4471
1655651146,329349374425.9402
1655651147,329269868971.86945
1655651148,329188613723.52
1655651149,329105626802.17725
1655651150,329020926329.1265
1655651151,328934530425.65314
1655651152,328846457213.0425
1655651153,328756724812.57996
1655651154,328665351345.5508
1655651155,328572354933.2405
1655651156,328477753696.93427
1655651157,328381565757.9175
1655651158,328283809237.4755
1655651159,328184502256.89355
1655651160,328083662937.4572
1655651161,327981309400.45166
1655651162,327877459767.1623
1655651163,327772132158.8745
1655651164,327665344696.87354
1655651165,327557115502.4447
1655651166,327447462696.8735
1655651167,327336404401.4452
1655651168,327223958737.445
1655651169,327110143826.15845
1655651170,326994977788.8709
1655651171,326878478746.86774
1655651172,326760664821.43396
1655651173,326641554133.8552
1655651174,326521164805.4169
1655651175,326399514957.40405
1655651176,326276622711.1023
1655651177,326152506187.7969
1655651179,326027183508.77313
1655651180,325900672795.31647
1655651181,325772992168.7121
1655651182,325644159750.2455
1655651183,325514193661.20184
1655651184,325383112022.86676
1655651185,325250932956.52545
1655651186,325117674583.4631
1655651187,324983355024.9651
1655651188,324847992402.31714
1655651189,324711604836.8041
